"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"'s-Hertogenbosch";366;236;115;74,1;59;38
"Aa en Hunze";13;51,1;1;3,9;0;0
"Aalsmeer";35;109,9;8;25,1;2;6,3
"Aalten";45;165,9;4;14,8;3;11,1
"Achtkarspelen";7;25,1;0;0;0;0
"Alblasserdam";36;178,5;8;39,7;2;9,9
"Albrandswaard";73;285,3;9;35,2;5;19,5
"Alkmaar";194;177,3;49;44,8;19;17,4
"Almelo";79;108,1;20;27,4;3;4,1
"Almere";240;113,3;103;48,6;5;2,4
"Alphen aan den Rijn";137;122,4;53;47,4;16;14,3
"Alphen-Chaam";43;421;17;166,5;5;49
"Altena";99;176,8;30;53,6;10;17,9
"Ameland";0;0;0;0;0;0
"Amersfoort";144;91,6;54;34,3;18;11,4
"Amstelveen";256;279,2;49;53,4;30;32,7
"Amsterdam";1507;172,7;476;54,5;117;13,4
"Apeldoorn";269;164,2;45;27,5;30;18,3
"Appingedam";3;25,8;2;17,2;0;0
"Arnhem";204;126,4;57;35,3;17;10,5
"Assen";35;51;10;14,6;2;2,9
"Asten";60;358,6;14;83,7;6;35,9
"Baarle-Nassau";5;72,9;1;14,6;0;0
"Baarn";34;136,7;10;40,2;2;8
"Barendrecht";90;184,8;29;59,5;5;10,3
"Barneveld";94;159,1;16;27,1;6;10,2
"Beek";33;208;14;88,2;3;18,9
"Beekdaelen";99;275,2;42;116,7;19;52,8
"Beemster";8;79,8;4;39,9;1;10
"Beesel";38;281,8;20;148,3;7;51,9
"Berg en Dal";154;440,1;30;85,7;13;37,2
"Bergeijk";47;252,2;14;75,1;4;21,5
"Bergen (L.)";16;122,3;6;45,9;2;15,3
"Bergen (NH.)";48;160,8;16;53,6;3;10,1
"Bergen op Zoom";79;117,1;21;31,1;5;7,4
"Berkelland";52;118,9;6;13,7;3;6,9
"Bernheze";228;729,7;79;252,8;50;160
"Best";48;160,1;31;103,4;8;26,7
"Beuningen";51;197;19;73,4;4;15,4
"Beverwijk";67;161;15;36;5;12
"Bladel";46;225,5;17;83,4;7;34,3
"Blaricum";22;190,7;7;60,7;0;0
"Bloemendaal";40;169,7;6;25,5;3;12,7
"Bodegraven-Reeuwijk";35;100,4;7;20,1;2;5,7
"Boekel";85;788,2;31;287,5;21;194,7
"Borger-Odoorn";5;19,6;2;7,8;3;11,7
"Borne";43;184,4;13;55,8;6;25,7
"Borsele";21;92,4;5;22;0;0
"Boxmeer";90;306,4;18;61,3;14;47,7
"Boxtel";50;162,3;20;64,9;11;35,7
"Breda";392;212,7;139;75,4;52;28,2
"Brielle";26;150,4;12;69,4;0;0
"Bronckhorst";51;141,5;11;30,5;5;13,9
"Brummen";32;154,2;15;72,3;5;24,1
"Brunssum";65;233,7;32;115;11;39,5
"Bunnik";23;151,4;7;46,1;1;6,6
"Bunschoten";47;214,9;5;22,9;4;18,3
"Buren";33;123,4;12;44,9;5;18,7
"Capelle aan den IJssel";210;312,7;38;56,6;32;47,7
"Castricum";70;194,5;14;38,9;8;22,2
"Coevorden";45;127,5;12;34;1;2,8
"Cranendonck";151;713,4;58;274;23;108,7
"Cuijk";48;190,9;11;43,8;7;27,8
"Culemborg";51;176,1;21;72,5;7;24,2
"Dalfsen";66;230,9;15;52,5;6;21
"Dantumadiel";6;31,7;2;10,6;0;0
"De Bilt";92;213,3;23;53,3;8;18,6
"De Fryske Marren";51;98,9;14;27,1;5;9,7
"De Ronde Venen";70;157,5;36;81;6;13,5
"De Wolden";35;143,9;9;37;0;0
"Delft";102;98,4;37;35,7;7;6,8
"Delfzijl";15;60,8;5;20,3;0;0
"Den Helder";29;51,5;8;14,2;0;0
"Deurne";122;375,7;50;154;16;49,3
"Deventer";163;161,8;41;40,7;23;22,8
"Diemen";60;194,9;14;45,5;6;19,5
"Dinkelland";65;245,6;17;64,2;7;26,4
"Doesburg";21;189,6;7;63,2;6;54,2
"Doetinchem";72;124,1;12;20,7;11;19
"Dongen";61;232,6;15;57,2;10;38,1
"Dordrecht";223;186,9;71;59,5;17;14,2
"Drechterland";35;177,5;3;15,2;8;40,6
"Drimmelen";50;183,3;18;66;4;14,7
