"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Dronten";91;218,9;25;60,1;5;12
"Druten";99;523,3;21;111;5;26,4
"Duiven";34;135,3;12;47,8;4;15,9
"Echt-Susteren";76;240,4;36;113,9;14;44,3
"Edam-Volendam";69;190,6;19;52,5;0;0
"Ede";159;135,7;52;44,4;18;15,4
"Eemnes";14;151,4;2;21,6;1;10,8
"Eersel";56;289,9;22;113,9;7;36,2
"Eijsden-Margraten";128;497;49;190,3;19;73,8
"Eindhoven";370;157,8;142;60,6;57;24,3
"Elburg";96;414,5;16;69,1;4;17,3
"Emmen";72;67,3;15;14;7;6,5
"Enkhuizen";27;145,2;18;96,8;4;21,5
"Enschede";156;97,7;48;30;13;8,1
"Epe";106;319,4;27;81,4;13;39,2
"Ermelo";83;307,4;18;66,7;10;37
"Etten-Leur";136;309,9;38;86,6;25;57
"Geertruidenberg";31;143,9;10;46,4;5;23,2
"Geldrop-Mierlo";84;211,4;25;62,9;13;32,7
"Gemert-Bakel";154;501,2;71;231,1;29;94,4
"Gennep";48;283,6;15;88,6;10;59,1
"Gilze en Rijen";61;230,7;17;64,3;10;37,8
"Goeree-Overflakkee";235;469,5;52;103,9;25;50
"Goes";65;170,7;11;28,9;8;21
"Goirle";61;255,2;25;104,6;14;58,6
"Gooise Meren";86;148,2;23;39,6;2;3,4
"Gorinchem";126;340,5;16;43,2;11;29,7
"Gouda";197;268,2;32;43,6;19;25,9
"Grave";48;385,9;18;144,7;6;48,2
"Groningen";149;64;16;6,9;2;0,9
"Gulpen-Wittem";50;352,7;16;112,9;6;42,3
"Haaksbergen";49;201,6;14;57,6;1;4,1
"Haaren";36;250,5;17;118,3;7;48,7
"Haarlem";226;138,7;54;33,1;46;28,2
"Haarlemmermeer";180;115,4;57;36,5;17;10,9
"Halderberge";51;168,4;13;42,9;6;19,8
"Hardenberg";145;237,9;23;37,7;6;9,8
"Harderwijk";85;175,5;19;39,2;10;20,6
"Hardinxveld-Giessendam";27;147,6;1;5,5;2;10,9
"Harlingen";14;89,1;4;25,4;1;6,4
"Hattem";38;311,1;11;90,1;5;40,9
"Heemskerk";75;191,4;25;63,8;8;20,4
"Heemstede";87;319,4;10;36,7;27;99,1
"Heerde";139;747,8;30;161,4;18;96,8
"Heerenveen";77;152,5;13;25,7;13;25,7
"Heerhugowaard";110;191;25;43,4;7;12,2
"Heerlen";249;286;101;116;40;45,9
"Heeze-Leende";51;315,8;13;80,5;6;37,2
"Heiloo";40;166,8;9;37,5;6;25
"Hellendoorn";52;144,8;7;19,5;2;5,6
"Hellevoetsluis";56;139,4;14;34,9;1;2,5
"Helmond";257;278;90;97,4;31;33,5
"Hendrik-Ido-Ambacht";27;86,5;6;19,2;2;6,4
"Hengelo";105;129,4;17;20,9;14;17,3
"Het Hogeland";25;52,3;7;14,6;1;2,1
"Heumen";54;328,3;17;103,3;4;24,3
"Heusden";100;223,7;40;89,5;13;29,1
"Hillegom";28;126,1;7;31,5;1;4,5
"Hilvarenbeek";31;199,8;7;45,1;4;25,8
"Hilversum";106;116,6;24;26,4;3;3,3
"Hoeksche Waard";195;223;67;76,6;9;10,3
"Hof van Twente";57;162,8;14;40;2;5,7
"Hollands Kroon";54;111,5;26;53,7;5;10,3
"Hoogeveen";62;111,3;12;21,5;4;7,2
"Hoorn";70;95,6;29;39,6;11;15
"Horst aan de Maas";102;240,4;40;94,3;19;44,8
"Houten";95;189,4;23;45,9;10;19,9
"Huizen";70;169,6;18;43,6;3;7,3
"Hulst";25;90,7;8;29;4;14,5
"IJsselstein";93;272,6;33;96,7;23;67,4
"Kaag en Braassem";21;76,9;6;22;2;7,3
"Kampen";287;528,2;57;104,9;23;42,3
"Kapelle";17;134;2;15,8;1;7,9
"Katwijk";123;187,1;22;33,5;7;10,6
"Kerkrade";127;277,6;53;115,9;17;37,2
"Koggenland";30;131,9;6;26,4;6;26,4
"Krimpen aan den IJssel";54;182,8;9;30,5;4;13,5
"Krimpenerwaard";118;209,5;40;71;20;35,5
"Laarbeek";89;395;35;155,3;24;106,5
"Landerd";111;705,7;30;190,7;15;95,4
"Landgraaf";107;285,7;46;122,8;11;29,4
"Landsmeer";19;165,3;3;26,1;2;17,4
"Langedijk";40;142,1;16;56,8;2;7,1
"Lansingerland";148;237,2;35;56,1;15;24
"Laren";22;195,1;8;71;1;8,9
"Leeuwarden";49;39,5;32;25,8;6;4,8
"Leiden";109;87,1;36;28,8;12;9,6
"Leiderdorp";23;85;10;37;3;11,1
"Leidschendam-Voorburg";72;94,1;20;26,1;6;7,8
"Lelystad";113;143,7;49;62,3;7;8,9
"Leudal";160;445,7;53;147,6;22;61,3
"Leusden";34;111,8;8;26,3;4;13,2
"Lingewaard";78;167,4;28;60,1;5;10,7
"Lisse";19;82,8;6;26,1;2;8,7
"Lochem";65;192,7;11;32,6;7;20,8
"Loon op Zand";48;205,1;20;85,4;5;21,4
"Lopik";42;290,2;18;124,4;3;20,7
"Loppersum";2;21;0;0;0;0
"Losser";20;88,2;7;30,9;0;0
"Maasdriel";29;115,8;15;59,9;4;16
"Maasgouw";68;283,8;26;108,5;10;41,7
"Maassluis";43;129,5;14;42,1;2;6
"Maastricht";535;440,1;149;122,6;63;51,8
"Medemblik";57;126,4;17;37,7;6;13,3
"Meerssen";72;382,3;17;90,3;9;47,8
"Meierijstad";442;544,4;169;208,1;106;130,5
"Meppel";28;82,6;6;17,7;3;8,8
"Middelburg";41;84;14;28,7;7;14,3
"Midden-Delfland";13;67,2;4;20,7;0;0
"Midden-Drenthe";18;54,2;6;18,1;0;0
"Midden-Groningen";26;42,8;6;9,9;1;1,6
"Mill en Sint Hubert";27;246,8;9;82,3;4;36,6
"Moerdijk";53;142,7;13;35;6;16,2
"Molenlanden";87;198;17;38,7;4;9,1
"Montferland";65;180,5;10;27,8;4;11,1
"Montfoort";32;229,9;12;86,2;4;28,7
"Mook en Middelaar";31;395,1;6;76,5;4;51
"Neder-Betuwe";83;341;31;127,4;15;61,6
"Nederweert";43;252,6;28;164,5;6;35,2
"Nieuwegein";83;130,8;37;58,3;10;15,8
"Nieuwkoop";43;149,3;8;27,8;4;13,9
"Nijkerk";47;108,9;21;48,6;2;4,6
"Nijmegen";479;269,6;115;64,7;42;23,6
"Nissewaard";127;149;38;44,6;9;10,6
"Noardeast-Frysl̢n";23;50,8;6;13,3;4;8,8
"Noord-Beveland";5;67,6;1;13,5;0;0
"Noordenveld";17;54,4;2;6,4;1;3,2
"Noordoostpolder";50;105,8;13;27,5;3;6,3
"Noordwijk";37;85;14;32,2;1;2,3
"Nuenen, Gerwen en Nederwetten";41;175,4;15;64,2;5;21,4
"Nunspeet";151;542,3;33;118,5;15;53,9
"Oegstgeest";34;136,9;7;28,2;1;4
"Oirschot";47;251;12;64,1;6;32
"Oisterwijk";53;202;16;61;9;34,3
"Oldambt";8;20,9;4;10,5;0;0
"Oldebroek";102;431,4;25;105,7;13;55
"Oldenzaal";46;144,5;14;44;5;15,7
"Olst-Wijhe";38;208,2;12;65,7;5;27,4
"Ommen";44;244,3;9;50;2;11,1
"Oost Gelre";45;151,9;9;30,4;5;16,9
"Oosterhout";81;144,7;39;69,7;10;17,9
"Ooststellingwerf";4;15,7;3;11,8;0;0
"Oostzaan";23;236,3;10;102,7;1;10,3
"Opmeer";7;59,1;1;8,4;1;8,4
"Opsterland";21;70,6;6;20,2;0;0
"Oss";377;410,1;117;127,3;71;77,2
"Oude IJsselstreek";50;126,9;12;30,5;5;12,7
"Ouder-Amstel";25;178,2;5;35,6;0;0
"Oudewater";45;440,1;25;244,5;7;68,5
"Overbetuwe";107;223,3;55;114,8;11;23
"Papendrecht";43;133,8;7;21,8;6;18,7
"Peel en Maas";238;548,1;139;320,1;56;129
"Pekela";5;41;4;32,8;0;0
"Pijnacker-Nootdorp";84;151,8;22;39,8;6;10,8
"Purmerend";166;204,4;61;75,1;15;18,5
"Putten";17;70,5;3;12,4;0;0
"Raalte";105;278,4;22;58,3;9;23,9
"Reimerswaal";24;105,6;4;17,6;2;8,8
"Renkum";51;162,4;14;44,6;2;6,4
"Renswoude";15;275,3;4;73,4;5;91,8
"Reusel-De Mierden";21;160,2;10;76,3;1;7,6
"Rheden";64;146,3;31;70,9;14;32
"Rhenen";20;99,4;7;34,8;4;19,9
"Ridderkerk";87;188,3;31;67,1;11;23,8
"Rijssen-Holten";100;261,9;26;68,1;4;10,5
"Rijswijk";78;143,3;23;42,3;5;9,2
"Roerdalen";44;213,9;26;126,4;6;29,2
"Roermond";113;194;53;91;20;34,3
"Roosendaal";166;215;23;29,8;15;19,4
"Rotterdam";1586;243,5;353;54,2;121;18,6
"Rozendaal";2;117,3;1;58,7;0;0
"Rucphen";43;188;7;30,6;6;26,2
"s-Gravenhage";868;159,2;246;45,1;84;15,4
"Schagen";66;142;19;40,9;2;4,3
"Scherpenzeel";17;172,1;3;30,4;2;20,2
"Schiedam";138;175,3;35;44,5;4;5,1
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";30;88,6;11;32,5;0;0
"Simpelveld";37;350,6;17;161,1;3;28,4
"Sint Anthonis";56;479,8;19;162,8;10;85,7
"Sint-Michielsgestel";76;260,2;34;116,4;12;41,1
"Sittard-Geleen";300;324,6;95;102,8;41;44,4
"Sliedrecht";34;134,8;7;27,8;3;11,9
"Sluis";16;68,9;7;30,2;4;17,2
"Smallingerland";39;69,5;7;12,5;3;5,3
"Soest";69;148;21;45,1;9;19,3
"Someren";78;402,6;29;149,7;6;31
"Son en Breugel";64;369,5;27;155,9;11;63,5
"Stadskanaal";4;12,6;2;6,3;1;3,2
"Staphorst";50;291,6;8;46,7;3;17,5
"Stede Broec";45;207;18;82,8;4;18,4
"Steenbergen";54;220,4;12;49;6;24,5
"Steenwijkerland";73;165,4;12;27,2;4;9,1
"Stein";89;356;38;152;15;60
"Stichtse Vecht";79;121,7;28;43,1;6;9,2
"S̼dwest-Frysl̢n";68;75,6;17;18,9;1;1,1
"Terneuzen";91;167,2;21;38,6;2;3,7
"Terschelling";2;40,9;0;0;0;0
"Texel";11;81;4;29,5;1;7,4
"Teylingen";39;104,2;12;32,1;0;0
"Tholen";123;477,5;38;147,5;12;46,6
"Tiel";84;199,2;37;87,8;14;33,2
"Tilburg";573;260,7;163;74,2;120;54,6
"Tubbergen";70;329;10;47;3;14,1
"Twenterand";45;133,4;11;32,6;2;5,9
"Tynaarlo";36;106,3;8;23,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";226;536,5;90;213,7;57;135,3
"Uitgeest";21;153,9;5;36,6;1;7,3
"Uithoorn";42;142,5;16;54,3;1;3,4
"Urk";57;271;19;90,3;4;19
"Utrecht";659;184,2;203;56,8;64;17,9
"Utrechtse Heuvelrug";80;161,3;24;48,4;6;12,1
"Vaals";27;267,4;9;89,1;1;9,9
"Valkenburg aan de Geul";57;348,4;16;97,8;6;36,7
"Valkenswaard";116;371,8;15;48,1;26;83,3
"Veendam";8;29,2;2;7,3;0;0
"Veenendaal";107;160,9;37;55,6;9;13,5
"Veere";24;109,7;6;27,4;1;4,6
"Veldhoven";106;233,2;25;55;15;33
"Velsen";223;324,8;28;40,8;25;36,4
"Venlo";248;243,6;118;115,9;49;48,1
"Venray";92;211;36;82,6;16;36,7
"Vijfheerenlanden";183;322,1;27;47,5;31;54,6
"Vlaardingen";167;227,4;30;40,8;14;19,1
"Vlieland";0;0;0;0;0;0
"Vlissingen";45;101,4;8;18;4;9
"Voerendaal";36;288,7;16;128,3;6;48,1
"Voorschoten";29;113,3;9;35,2;4;15,6
"Voorst";52;211,8;11;44,8;7;28,5
"Vught";87;327,6;37;139,3;15;56,5
"Waadhoeke";75;162,8;9;19,5;7;15,2
"Waalre";24;137,5;6;34,4;4;22,9
"Waalwijk";118;242,7;23;47,3;24;49,4
"Waddinxveen";43;146,8;14;47,8;5;17,1
"Wageningen";39;98,3;18;45,4;8;20,2
"Wassenaar";38;145;8;30,5;9;34,3
"Waterland";25;143,5;14;80,4;2;11,5
"Weert";106;211,5;57;113,8;10;20
"Weesp";36;182,5;9;45,6;1;5,1
"West Betuwe";134;261,7;38;74,2;13;25,4
"West Maas en Waal";68;352;16;82,8;5;25,9
"Westerkwartier";53;83,6;14;22,1;4;6,3
"Westerveld";28;143,9;8;41,1;2;10,3
"Westervoort";28;187;10;66,8;3;20
"Westerwolde";5;19,4;5;19,4;0;0
"Westland";206;186,7;48;43,5;21;19
"Weststellingwerf";21;81;2;7,7;2;7,7
"Westvoorne";22;149,4;6;40,7;0;0
"Wierden";37;151,4;4;16,4;3;12,3
"Wijchen";114;277,2;38;92,4;7;17
"Wijdemeren";21;86,2;7;28,7;0;0
"Wijk bij Duurstede";25;104,6;8;33,5;1;4,2
"Winterswijk";26;90,1;3;10,4;1;3,5
"Woensdrecht";46;210,2;4;18,3;0;0
"Woerden";120;229,5;46;88;15;28,7
"Wormerland";35;214,7;16;98,2;6;36,8
"Woudenberg";22;164,6;9;67,4;1;7,5
"Zaanstad";281;179,3;101;64,4;35;22,3
"Zaltbommel";58;200,7;18;62,3;4;13,8
"Zandvoort";29;169,4;10;58,4;6;35,1
"Zeewolde";26;114,8;8;35,3;3;13,2
"Zeist";112;172,5;34;52,4;13;20
"Zevenaar";77;176;42;96;10;22,9
"Zoetermeer";143;114,1;38;30,3;9;7,2
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";97;221;19;43,3;5;11,4
"Zundert";57;261,2;19;87,1;8;36,7
"Zutphen";54;112,6;18;37,5;8;16,7
"Zwartewaterland";119;524,5;32;141;12;52,9
"Zwijndrecht";93;207,9;14;31,3;5;11,2
"Zwolle";289;224,3;52;40,4;34;26,4
