"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Dinkelland";65;245,6;17;64,2;7;26,4
"Doesburg";21;189,6;7;63,2;6;54,2
"Doetinchem";68;117,2;11;19;10;17,2
"Dongen";57;217,3;15;57,2;9;34,3
"Dordrecht";202;169,3;68;57;16;13,4
"Drechterland";34;172,4;3;15,2;8;40,6
"Drimmelen";48;176;18;66;4;14,7
"Dronten";85;204,5;24;57,7;4;9,6
"Druten";92;486,3;20;105,7;5;26,4
"Duiven";34;135,3;12;47,8;3;11,9
"Echt-Susteren";75;237,2;36;113,9;14;44,3
"Edam-Volendam";60;165,7;19;52,5;0;0
"Ede";151;128,9;51;43,5;17;14,5
"Eemnes";12;129,8;1;10,8;1;10,8
"Eersel";53;274,4;22;113,9;7;36,2
"Eijsden-Margraten";126;489,3;49;190,3;18;69,9
"Eindhoven";353;150,6;142;60,6;55;23,5
"Elburg";88;379,9;13;56,1;3;13
"Emmen";69;64,5;15;14;7;6,5
"Enkhuizen";27;145,2;18;96,8;4;21,5
"Enschede";153;95,8;47;29,4;13;8,1
"Epe";95;286,3;27;81,4;12;36,2
"Ermelo";78;288,8;18;66,7;10;37
"Etten-Leur";134;305,4;38;86,6;25;57
"Geertruidenberg";27;125,4;9;41,8;4;18,6
"Geldrop-Mierlo";79;198,8;25;62,9;13;32,7
"Gemert-Bakel";151;491,5;71;231,1;29;94,4
"Gennep";46;271,8;15;88,6;10;59,1
"Gilze en Rijen";57;215,6;17;64,3;10;37,8
"Goeree-Overflakkee";234;467,5;51;101,9;23;46
"Goes";64;168,1;11;28,9;8;21
"Goirle";60;251;25;104,6;14;58,6
"Gooise Meren";81;139,6;23;39,6;1;1,7
"Gorinchem";124;335,1;16;43,2;11;29,7
"Gouda";194;264,2;32;43,6;18;24,5
"Grave";46;369,9;18;144,7;6;48,2
"Groningen";143;61,4;16;6,9;2;0,9
"Gulpen-Wittem";46;324,5;15;105,8;6;42,3
"Haaksbergen";47;193,3;14;57,6;1;4,1
"Haaren";36;250,5;17;118,3;5;34,8
"Haarlem";225;138,1;54;33,1;45;27,6
"Haarlemmermeer";176;112,8;56;35,9;16;10,3
"Halderberge";47;155,2;12;39,6;6;19,8
"Hardenberg";141;231,4;23;37,7;6;9,8
"Harderwijk";76;156,9;18;37,2;10;20,6
"Hardinxveld-Giessendam";28;153;1;5,5;2;10,9
"Harlingen";13;82,7;4;25,4;1;6,4
"Hattem";37;303;10;81,9;4;32,8
"Heemskerk";74;188,8;25;63,8;8;20,4
"Heemstede";87;319,4;10;36,7;27;99,1
"Heerde";130;699,4;29;156;17;91,5
"Heerenveen";75;148,5;12;23,8;10;19,8
"Heerhugowaard";106;184,1;25;43,4;7;12,2
"Heerlen";240;275,7;99;113,7;38;43,6
"Heeze-Leende";50;309,6;13;80,5;6;37,2
"Heiloo";40;166,8;9;37,5;5;20,9
"Hellendoorn";50;139,2;7;19,5;2;5,6
"Hellevoetsluis";54;134,5;14;34,9;1;2,5
"Helmond";244;264;90;97,4;31;33,5
"Hendrik-Ido-Ambacht";23;73,7;6;19,2;2;6,4
"Hengelo";104;128,2;17;20,9;14;17,3
"Het Hogeland";24;50,2;7;14,6;1;2,1
"Heumen";50;304;16;97,3;4;24,3
"Heusden";95;212,5;40;89,5;12;26,8
"Hillegom";27;121,6;7;31,5;1;4,5
"Hilvarenbeek";30;193,4;7;45,1;4;25,8
"Hilversum";89;97,9;23;25,3;3;3,3
"Hoeksche Waard";185;211,5;67;76,6;9;10,3
"Hof van Twente";56;159,9;14;40;2;5,7
"Hollands Kroon";52;107,4;26;53,7;5;10,3
"Hoogeveen";52;93,4;12;21,5;4;7,2
"Hoorn";66;90,1;27;36,9;11;15
"Horst aan de Maas";99;233,3;40;94,3;17;40,1
"Houten";94;187,5;23;45,9;10;19,9
"Huizen";62;150,2;18;43,6;3;7,3
"Hulst";25;90,7;8;29;4;14,5
"IJsselstein";88;258;33;96,7;23;67,4
"Kaag en Braassem";21;76,9;6;22;2;7,3
"Kampen";267;491,4;56;103,1;22;40,5
"Kapelle";15;118,2;2;15,8;1;7,9
"Katwijk";113;171,9;21;31,9;7;10,6
"Kerkrade";115;251,4;53;115,9;17;37,2
"Koggenland";29;127,5;6;26,4;6;26,4
"Krimpen aan den IJssel";50;169,3;9;30,5;3;10,2
"Krimpenerwaard";116;206;40;71;19;33,7
"Laarbeek";87;386,2;35;155,3;23;102,1
"Landerd";107;680,2;30;190,7;15;95,4
"Landgraaf";100;267;46;122,8;11;29,4
"Landsmeer";19;165,3;3;26,1;2;17,4
"Langedijk";40;142,1;16;56,8;2;7,1
"Lansingerland";142;227,6;35;56,1;15;24
"Laren";22;195,1;8;71;1;8,9
"Leeuwarden";49;39,5;32;25,8;6;4,8
"Leiden";107;85,5;35;28;12;9,6
"Leiderdorp";23;85;10;37;3;11,1
"Leidschendam-Voorburg";68;88,8;20;26,1;5;6,5
"Lelystad";110;139,9;49;62,3;7;8,9
"Leudal";147;409,5;53;147,6;22;61,3
"Leusden";33;108,6;8;26,3;4;13,2
"Lingewaard";73;156,6;28;60,1;5;10,7
"Lisse";19;82,8;6;26,1;2;8,7
"Lochem";57;169;11;32,6;7;20,8
"Loon op Zand";44;188;20;85,4;5;21,4
"Lopik";33;228;18;124,4;3;20,7
"Loppersum";2;21;0;0;0;0
"Losser";20;88,2;7;30,9;0;0
"Maasdriel";27;107,9;15;59,9;3;12
"Maasgouw";60;250,4;24;100,2;10;41,7
"Maassluis";40;120,4;14;42,1;2;6
"Maastricht";508;417,9;147;120,9;57;46,9
"Medemblik";54;119,7;16;35,5;6;13,3
"Meerssen";71;377;16;85;7;37,2
"Meierijstad";427;525,9;169;208,1;106;130,5
"Meppel";26;76,7;6;17,7;3;8,8
"Middelburg";38;77,9;14;28,7;7;14,3
"Midden-Delfland";12;62;4;20,7;0;0
"Midden-Drenthe";17;51,2;6;18,1;0;0
"Midden-Groningen";26;42,8;6;9,9;1;1,6
"Mill en Sint Hubert";24;219,4;9;82,3;3;27,4
"Moerdijk";49;131,9;13;35;6;16,2
"Molenlanden";84;191,2;17;38,7;4;9,1
"Montferland";58;161,1;9;25;4;11,1
"Montfoort";32;229,9;12;86,2;4;28,7
"Mook en Middelaar";26;331,3;6;76,5;4;51
"Neder-Betuwe";73;299,9;31;127,4;14;57,5
"Nederweert";40;235;28;164,5;5;29,4
"Nieuwegein";79;124,5;37;58,3;10;15,8
"Nieuwkoop";41;142,3;8;27,8;4;13,9
"Nijkerk";45;104,2;21;48,6;2;4,6
"Nijmegen";449;252,7;114;64,2;41;23,1
"Nissewaard";118;138,4;36;42,2;8;9,4
"Noardeast-Fryslân";23;50,8;6;13,3;4;8,8
"Noord-Beveland";5;67,6;1;13,5;0;0
"Noordenveld";17;54,4;2;6,4;1;3,2
"Noordoostpolder";47;99,4;11;23,3;3;6,3
"Noordwijk";33;75,8;13;29,9;1;2,3
"Nuenen, Gerwen en Nederwetten";40;171,1;15;64,2;5;21,4
"Nunspeet";137;492;33;118,5;14;50,3
"Oegstgeest";32;128,8;7;28,2;1;4
"Oirschot";41;219;12;64,1;6;32
"Oisterwijk";48;182,9;16;61;9;34,3
"Oldambt";8;20,9;4;10,5;0;0
"Oldebroek";98;414,5;24;101,5;13;55
"Oldenzaal";44;138,2;14;44;5;15,7
"Olst-Wijhe";35;191,8;12;65,7;5;27,4
"Ommen";41;227,7;9;50;2;11,1
"Oost Gelre";42;141,8;9;30,4;5;16,9
"Oosterhout";78;139,3;35;62,5;8;14,3
"Ooststellingwerf";2;7,9;1;3,9;0;0
"Oostzaan";23;236,3;10;102,7;1;10,3
"Opmeer";7;59,1;1;8,4;1;8,4
"Opsterland";21;70,6;6;20,2;0;0
"Oss";360;391,6;116;126,2;68;74
"Oude IJsselstreek";45;114,2;12;30,5;5;12,7
"Ouder-Amstel";24;171,1;5;35,6;0;0
"Oudewater";43;420,5;24;234,7;7;68,5
"Overbetuwe";105;219,2;55;114,8;11;23
"Papendrecht";41;127,6;7;21,8;6;18,7
"Peel en Maas";235;541,2;139;320,1;56;129
"Pekela";4;32,8;4;32,8;0;0
"Pijnacker-Nootdorp";74;133,7;21;38;6;10,8
"Purmerend";157;193,3;61;75,1;15;18,5
"Putten";17;70,5;3;12,4;0;0
"Raalte";82;217,5;22;58,3;8;21,2
"Reimerswaal";23;101,2;4;17,6;2;8,8
"Renkum";49;156;14;44,6;2;6,4
"Renswoude";15;275,3;4;73,4;5;91,8
"Reusel-De Mierden";19;144,9;10;76,3;1;7,6
"Rheden";61;139,5;31;70,9;14;32
"Rhenen";17;84,5;6;29,8;4;19,9
"Ridderkerk";85;184;31;67,1;11;23,8
"Rijssen-Holten";95;248,8;25;65,5;4;10,5
"Rijswijk";73;134,1;21;38,6;4;7,3
"Roerdalen";41;199,3;26;126,4;6;29,2
"Roermond";111;190,5;51;87,5;20;34,3
"Roosendaal";154;199,4;21;27,2;13;16,8
"Rotterdam";1502;230,6;334;51,3;117;18
"Rozendaal";2;117,3;1;58,7;0;0
"Rucphen";42;183,6;7;30,6;6;26,2
"s-Gravenhage";788;144,5;240;44;75;13,8
"Schagen";64;137,7;19;40,9;2;4,3
"Scherpenzeel";17;172,1;3;30,4;2;20,2
"Schiedam";122;154,9;35;44,5;4;5,1
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";27;79,7;10;29,5;0;0
"Simpelveld";35;331,7;17;161,1;3;28,4
"Sint Anthonis";56;479,8;19;162,8;10;85,7
"Sint-Michielsgestel";72;246,6;34;116,4;11;37,7
"Sittard-Geleen";283;306,2;92;99,5;41;44,4
"Sliedrecht";34;134,8;7;27,8;3;11,9
"Sluis";16;68,9;7;30,2;4;17,2
"Smallingerland";37;65,9;7;12,5;3;5,3
"Soest";68;145,9;20;42,9;8;17,2
"Someren";76;392,2;29;149,7;6;31
"Son en Breugel";56;323,3;27;155,9;10;57,7
"Stadskanaal";4;12,6;2;6,3;1;3,2
"Staphorst";48;280;8;46,7;3;17,5
"Stede Broec";43;197,8;18;82,8;4;18,4
"Steenbergen";50;204,1;12;49;6;24,5
"Steenwijkerland";72;163,1;12;27,2;4;9,1
"Stein";84;336;38;152;15;60
"Stichtse Vecht";75;115,5;28;43,1;6;9,2
"Súdwest-Fryslân";67;74,5;17;18,9;1;1,1
"Terneuzen";89;163,5;20;36,7;2;3,7
"Terschelling";2;40,9;0;0;0;0
"Texel";11;81;4;29,5;1;7,4
"Teylingen";38;101,5;12;32,1;0;0
"Tholen";118;458,1;37;143,6;12;46,6
"Tiel";77;182,6;37;87,8;14;33,2
"Tilburg";542;246,6;163;74,2;119;54,1
"Tubbergen";69;324,3;10;47;3;14,1
"Twenterand";43;127,4;10;29,6;2;5,9
"Tynaarlo";34;100,4;8;23,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";220;522,3;88;208,9;54;128,2
"Uitgeest";20;146,5;5;36,6;1;7,3
"Uithoorn";42;142,5;15;50,9;1;3,4
"Urk";56;266,2;19;90,3;4;19
"Utrecht";639;178,6;199;55,6;61;17,1
"Utrechtse Heuvelrug";75;151,2;23;46,4;6;12,1
"Vaals";25;247,5;9;89,1;1;9,9
"Valkenburg aan de Geul";54;330,1;16;97,8;5;30,6
"Valkenswaard";110;352,6;15;48,1;26;83,3
"Veendam";8;29,2;2;7,3;0;0
"Veenendaal";100;150,4;37;55,6;9;13,5
"Veere";22;100,5;6;27,4;1;4,6
"Veldhoven";100;220;25;55;15;33
"Velsen";217;316,1;27;39,3;23;33,5
"Venlo";230;225,9;118;115,9;48;47,2
"Venray";88;201,8;36;82,6;16;36,7
"Vijfheerenlanden";172;302,7;25;44;31;54,6
"Vlaardingen";158;215,1;30;40,8;13;17,7
"Vlieland";0;0;0;0;0;0
"Vlissingen";45;101,4;8;18;4;9
"Voerendaal";32;256,6;16;128,3;6;48,1
"Voorschoten";28;109,4;9;35,2;4;15,6
"Voorst";47;191,5;11;44,8;7;28,5
"Vught";84;316,3;37;139,3;14;52,7
"Waadhoeke";70;151,9;9;19,5;5;10,9
"Waalre";23;131,8;6;34,4;4;22,9
"Waalwijk";112;230,4;23;47,3;24;49,4
"Waddinxveen";39;133,1;13;44,4;5;17,1
"Wageningen";38;95,8;17;42,9;8;20,2
"Wassenaar";37;141,1;8;30,5;9;34,3
"Waterland";24;137,8;14;80,4;2;11,5
"Weert";100;199,6;56;111,8;10;20
"Weesp";32;162,2;9;45,6;1;5,1
"West Betuwe";125;244,2;38;74,2;13;25,4
"West Maas en Waal";62;320,9;14;72,5;5;25,9
"Westerkwartier";53;83,6;14;22,1;4;6,3
"Westerveld";28;143,9;8;41,1;2;10,3
"Westervoort";27;180,3;10;66,8;2;13,4
"Westerwolde";5;19,4;5;19,4;0;0
"Westland";187;169,5;47;42,6;21;19
"Weststellingwerf";18;69,5;2;7,7;2;7,7
"Westvoorne";22;149,4;6;40,7;0;0
"Wierden";37;151,4;4;16,4;3;12,3
"Wijchen";102;248;38;92,4;6;14,6
"Wijdemeren";21;86,2;7;28,7;0;0
"Wijk bij Duurstede";25;104,6;8;33,5;1;4,2
"Winterswijk";23;79,7;3;10,4;1;3,5
"Woensdrecht";40;182,8;4;18,3;0;0
"Woerden";117;223,7;46;88;14;26,8
"Wormerland";32;196,3;16;98,2;6;36,8
"Woudenberg";22;164,6;9;67,4;1;7,5
"Zaanstad";264;168,5;101;64,4;34;21,7
"Zaltbommel";51;176,5;18;62,3;4;13,8
"Zandvoort";29;169,4;10;58,4;6;35,1
"Zeewolde";26;114,8;8;35,3;3;13,2
"Zeist";105;161,7;30;46,2;11;16,9
"Zevenaar";74;169,2;41;93,7;10;22,9
"Zoetermeer";127;101,4;37;29,5;9;7,2
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";90;205;19;43,3;5;11,4
"Zundert";53;242,9;19;87,1;8;36,7
"Zutphen";50;104,3;18;37,5;8;16,7
"Zwartewaterland";112;493,6;31;136,6;12;52,9
"Zwijndrecht";86;192,2;14;31,3;5;11,2
"Zwolle";270;209,6;51;39,6;33;25,6
