"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Bodegraven-Reeuwijk";33;94,6;7;20,1;2;5,7
"Boekel";84;778,9;31;287,5;21;194,7
"Borger-Odoorn";5;19,6;2;7,8;3;11,7
"Borne";43;184,4;13;55,8;6;25,7
"Borsele";20;88;5;22;0;0
"Boxmeer";81;275,8;17;57,9;12;40,9
"Boxtel";46;149,3;18;58,4;10;32,5
"Breda";375;203,5;138;74,9;50;27,1
"Brielle";25;144,7;12;69,4;0;0
"Bronckhorst";41;113,7;7;19,4;4;11,1
"Brummen";29;139,7;12;57,8;5;24,1
"Brunssum";60;215,7;32;115;11;39,5
"Bunnik";22;144,8;7;46,1;1;6,6
"Bunschoten";38;173,8;5;22,9;2;9,1
"Buren";28;104,7;9;33,7;3;11,2
"Capelle aan den IJssel";190;282,9;34;50,6;26;38,7
"Castricum";59;163,9;13;36,1;8;22,2
"Coevorden";42;119;12;34;0;0
"Cranendonck";145;685,1;58;274;21;99,2
"Cuijk";46;183;11;43,8;7;27,8
"Culemborg";43;148,5;20;69,1;6;20,7
"Dalfsen";61;213,4;15;52,5;6;21
"Dantumadiel";6;31,7;2;10,6;0;0
"De Bilt";89;206,4;20;46,4;7;16,2
"De Fryske Marren";50;97;13;25,2;5;9,7
"De Ronde Venen";66;148,5;31;69,7;3;6,7
"De Wolden";32;131,5;9;37;0;0
"Delft";96;92,6;36;34,7;5;4,8
"Delfzijl";14;56,8;5;20,3;0;0
"Den Helder";28;49,7;8;14,2;0;0
"Deurne";116;357,2;50;154;14;43,1
"Deventer";132;131,1;39;38,7;23;22,8
"Diemen";27;87,7;5;16,2;3;9,7
"Dinkelland";63;238;17;64,2;7;26,4
"Doesburg";20;180,5;7;63,2;5;45,1
"Doetinchem";67;115,5;11;19;8;13,8
"Dongen";53;202,1;15;57,2;9;34,3
"Dordrecht";196;164,3;67;56,2;16;13,4
"Drechterland";34;172,4;3;15,2;8;40,6
"Drimmelen";46;168,7;18;66;4;14,7
"Dronten";79;190;23;55,3;4;9,6
"Druten";86;454,6;20;105,7;5;26,4
"Duiven";33;131,3;10;39,8;2;8
"Echt-Susteren";71;224,6;36;113,9;14;44,3
"Edam-Volendam";56;154,7;19;52,5;0;0
"Ede";142;121,2;51;43,5;15;12,8
"Eemnes";12;129,8;1;10,8;1;10,8
"Eersel";51;264,1;21;108,7;7;36,2
"Eijsden-Margraten";125;485,4;48;186,4;17;66
"Eindhoven";337;143,7;142;60,6;52;22,2
"Elburg";79;341,1;13;56,1;3;13
"Emmen";65;60,7;15;14;7;6,5
"Enkhuizen";27;145,2;18;96,8;2;10,8
"Enschede";149;93,3;47;29,4;13;8,1
"Epe";87;262,2;27;81,4;12;36,2
"Ermelo";77;285,1;18;66,7;10;37
"Etten-Leur";122;278;38;86,6;25;57
"Geertruidenberg";27;125,4;9;41,8;4;18,6
"Geldrop-Mierlo";77;193,8;24;60,4;13;32,7
"Gemert-Bakel";143;465,4;70;227,8;29;94,4
"Gennep";45;265,9;15;88,6;9;53,2
"Gilze en Rijen";55;208;17;64,3;10;37,8
"Goeree-Overflakkee";228;455,6;51;101,9;22;44
"Goes";63;165,4;11;28,9;8;21
"Goirle";60;251;25;104,6;14;58,6
"Gooise Meren";81;139,6;23;39,6;1;1,7
"Gorinchem";120;324,2;16;43,2;11;29,7
"Gouda";187;254,6;32;43,6;18;24,5
"Grave";44;353,8;18;144,7;6;48,2
"Groningen";143;61,4;16;6,9;2;0,9
"Gulpen-Wittem";45;317,4;15;105,8;6;42,3
"Haaksbergen";46;189,2;14;57,6;1;4,1
"Haaren";35;243,5;17;118,3;5;34,8
"Haarlem";223;136,8;54;33,1;43;26,4
"Haarlemmermeer";171;109,6;55;35,2;15;9,6
"Halderberge";46;151,9;12;39,6;6;19,8
"Hardenberg";141;231,4;21;34,5;6;9,8
"Harderwijk";70;144,5;18;37,2;10;20,6
"Hardinxveld-Giessendam";28;153;1;5,5;2;10,9
"Harlingen";12;76,3;4;25,4;0;0
"Hattem";37;303;10;81,9;4;32,8
"Heemskerk";72;183,7;25;63,8;8;20,4
"Heemstede";86;315,7;10;36,7;26;95,5
"Heerde";117;629,5;29;156;16;86,1
"Heerenveen";71;140,6;12;23,8;10;19,8
"Heerhugowaard";104;180,6;25;43,4;7;12,2
"Heerlen";230;264,2;99;113,7;38;43,6
"Heeze-Leende";48;297,2;13;80,5;6;37,2
"Heiloo";39;162,7;9;37,5;5;20,9
"Hellendoorn";47;130,8;7;19,5;2;5,6
"Hellevoetsluis";53;132;14;34,9;1;2,5
"Helmond";240;259,7;90;97,4;31;33,5
"Hendrik-Ido-Ambacht";23;73,7;6;19,2;2;6,4
"Hengelo";104;128,2;17;20,9;12;14,8
"Het Hogeland";23;48,1;7;14,6;1;2,1
"Heumen";49;297,9;16;97,3;4;24,3
"Heusden";93;208,1;39;87,3;11;24,6
"Hillegom";24;108,1;7;31,5;1;4,5
"Hilvarenbeek";29;186,9;6;38,7;4;25,8
"Hilversum";82;90,2;22;24,2;3;3,3
"Hoeksche Waard";179;204,7;66;75,5;8;9,1
"Hof van Twente";54;154,2;14;40;2;5,7
"Hollands Kroon";52;107,4;26;53,7;4;8,3
"Hoogeveen";48;86,2;12;21,5;3;5,4
"Hoorn";65;88,8;27;36,9;8;10,9
"Horst aan de Maas";94;221,5;40;94,3;17;40,1
"Houten";93;185,5;23;45,9;10;19,9
"Huizen";59;143;18;43,6;3;7,3
"Hulst";25;90,7;8;29;4;14,5
"IJsselstein";84;246,3;33;96,7;23;67,4
"Kaag en Braassem";19;69,6;6;22;2;7,3
"Kampen";266;489,5;53;97,5;22;40,5
"Kapelle";15;118,2;2;15,8;1;7,9
"Katwijk";107;162,7;21;31,9;7;10,6
"Kerkrade";110;240,5;51;111,5;17;37,2
"Koggenland";30;131,9;7;30,8;5;22
"Krimpen aan den IJssel";46;155,8;8;27,1;3;10,2
"Krimpenerwaard";111;197,1;40;71;19;33,7
"Laarbeek";84;372,8;35;155,3;23;102,1
"Landerd";107;680,2;29;184,4;14;89
"Landgraaf";98;261,6;45;120,1;11;29,4
"Landsmeer";17;147,9;3;26,1;2;17,4
"Langedijk";40;142,1;16;56,8;2;7,1
"Lansingerland";140;224,4;35;56,1;15;24
"Laren";22;195,1;8;71;1;8,9
"Leeuwarden";49;39,5;32;25,8;5;4
"Leiden";104;83,1;34;27,2;11;8,8
"Leiderdorp";21;77,6;9;33,3;3;11,1
"Leidschendam-Voorburg";65;84,9;19;24,8;5;6,5
"Lelystad";104;132,3;49;62,3;7;8,9
"Leudal";136;378,9;53;147,6;21;58,5
"Leusden";32;105,3;8;26,3;4;13,2
"Lingewaard";69;148;28;60,1;5;10,7
"Lisse";18;78,4;6;26,1;2;8,7
"Lochem";55;163,1;11;32,6;6;17,8
"Loon op Zand";43;183,7;20;85,4;5;21,4
"Lopik";34;235;18;124,4;3;20,7
"Loppersum";2;21;0;0;0;0
"Losser";20;88,2;7;30,9;0;0
"Maasdriel";27;107,9;15;59,9;3;12
"Maasgouw";60;250,4;23;96;10;41,7
"Maassluis";40;120,4;14;42,1;1;3
"Maastricht";491;403,9;145;119,3;52;42,8
"Medemblik";54;119,7;16;35,5;5;11,1
"Meerssen";68;361,1;16;85;7;37,2
"Meierijstad";419;516;169;208,1;103;126,9
"Meppel";26;76,7;6;17,7;3;8,8
"Middelburg";37;75,8;14;28,7;7;14,3
"Midden-Delfland";12;62;4;20,7;0;0
"Midden-Drenthe";17;51,2;6;18,1;0;0
"Midden-Groningen";26;42,8;6;9,9;1;1,6
"Mill en Sint Hubert";24;219,4;9;82,3;3;27,4
"Moerdijk";48;129,3;13;35;6;16,2
"Molenlanden";82;186,7;17;38,7;4;9,1
"Montferland";55;152,7;9;25;4;11,1
"Montfoort";32;229,9;12;86,2;3;21,6
"Mook en Middelaar";26;331,3;6;76,5;3;38,2
"Neder-Betuwe";70;287,6;31;127,4;14;57,5
"Nederweert";40;235;28;164,5;5;29,4
"Nieuwegein";77;121,3;36;56,7;9;14,2
"Nieuwkoop";37;128,4;7;24,3;4;13,9
"Nijkerk";45;104,2;21;48,6;2;4,6
"Nijmegen";437;245,9;114;64,2;40;22,5
"Nissewaard";116;136,1;35;41,1;8;9,4
"Noardeast-Fryslân";23;50,8;6;13,3;4;8,8
"Noord-Beveland";5;67,6;1;13,5;0;0
"Noordenveld";15;48;2;6,4;1;3,2
"Noordoostpolder";39;82,5;10;21,2;3;6,3
"Noordwijk";32;73,5;13;29,9;1;2,3
"Nuenen, Gerwen en Nederwetten";39;166,8;14;59,9;5;21,4
"Nunspeet";124;445,3;32;114,9;14;50,3
"Oegstgeest";29;116,7;6;24,2;1;4
"Oirschot";40;213,6;12;64,1;5;26,7
"Oisterwijk";48;182,9;16;61;8;30,5
"Oldambt";6;15,7;2;5,2;0;0
"Oldebroek";95;401,8;24;101,5;13;55
"Oldenzaal";43;135,1;14;44;5;15,7
"Olst-Wijhe";35;191,8;12;65,7;5;27,4
"Ommen";41;227,7;8;44,4;2;11,1
"Oost Gelre";41;138,4;9;30,4;5;16,9
"Oosterhout";74;132,2;35;62,5;8;14,3
"Ooststellingwerf";2;7,9;1;3,9;0;0
"Oostzaan";23;236,3;8;82,2;1;10,3
"Opmeer";6;50,7;1;8,4;1;8,4
"Opsterland";20;67,2;5;16,8;0;0
"Oss";354;385,1;114;124;68;74
"Oude IJsselstreek";45;114,2;12;30,5;4;10,2
"Ouder-Amstel";24;171,1;5;35,6;0;0
"Oudewater";43;420,5;24;234,7;8;78,2
"Overbetuwe";104;217,1;54;112,7;11;23
"Papendrecht";40;124,5;7;21,8;6;18,7
"Peel en Maas";233;536,6;138;317,8;56;129
"Pekela";4;32,8;4;32,8;0;0
"Pijnacker-Nootdorp";68;122,9;21;38;6;10,8
"Purmerend";156;192;61;75,1;14;17,2
"Putten";17;70,5;3;12,4;0;0
"Raalte";76;201,5;22;58,3;8;21,2
"Reimerswaal";23;101,2;4;17,6;2;8,8
"Renkum";46;146,5;14;44,6;2;6,4
"Renswoude";13;238,6;4;73,4;5;91,8
"Reusel-De Mierden";18;137,3;9;68,6;0;0
"Rheden";60;137,2;31;70,9;14;32
"Rhenen";16;79,5;5;24,8;4;19,9
"Ridderkerk";82;177,5;31;67,1;11;23,8
"Rijssen-Holten";89;233,1;24;62,9;4;10,5
"Rijswijk";68;124,9;20;36,7;4;7,3
"Roerdalen";39;189,6;26;126,4;6;29,2
"Roermond";108;185,4;51;87,5;20;34,3
"Roosendaal";145;187,8;21;27,2;13;16,8
"Rotterdam";1420;218;328;50,4;103;15,8
"Rozendaal";2;117,3;1;58,7;0;0
"Rucphen";39;170,5;7;30,6;6;26,2
"s-Gravenhage";735;134,8;233;42,7;69;12,7
"Schagen";62;133,4;18;38,7;2;4,3
"Scherpenzeel";17;172,1;3;30,4;2;20,2
"Schiedam";115;146,1;34;43,2;4;5,1
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";27;79,7;10;29,5;0;0
"Simpelveld";34;322,2;17;161,1;3;28,4
"Sint Anthonis";56;479,8;19;162,8;10;85,7
"Sint-Michielsgestel";71;243,1;33;113;11;37,7
"Sittard-Geleen";272;294,3;91;98,5;40;43,3
"Sliedrecht";34;134,8;7;27,8;3;11,9
"Sluis";16;68,9;7;30,2;4;17,2
"Smallingerland";36;64,1;7;12,5;3;5,3
"Soest";67;143,8;20;42,9;7;15
"Someren";76;392,2;29;149,7;6;31
"Son en Breugel";55;317,5;27;155,9;10;57,7
"Stadskanaal";4;12,6;2;6,3;1;3,2
"Staphorst";47;274,1;7;40,8;3;17,5
"Stede Broec";43;197,8;18;82,8;2;9,2
"Steenbergen";48;195,9;12;49;6;24,5
"Steenwijkerland";65;147,3;11;24,9;3;6,8
"Stein";83;332;38;152;15;60
"Stichtse Vecht";74;114;27;41,6;6;9,2
"Súdwest-Fryslân";65;72,2;17;18,9;1;1,1
"Terneuzen";86;158;20;36,7;2;3,7
"Terschelling";2;40,9;0;0;0;0
"Texel";11;81;4;29,5;1;7,4
"Teylingen";36;96,2;12;32,1;0;0
"Tholen";112;434,8;36;139,8;12;46,6
"Tiel";71;168,4;35;83;12;28,5
"Tilburg";534;242,9;161;73,2;116;52,8
"Tubbergen";69;324,3;10;47;3;14,1
"Twenterand";43;127,4;10;29,6;2;5,9
"Tynaarlo";33;97,4;8;23,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";218;517,5;88;208,9;50;118,7
"Uitgeest";20;146,5;5;36,6;1;7,3
"Uithoorn";41;139,1;15;50,9;1;3,4
"Urk";53;252;19;90,3;4;19
"Utrecht";624;174,5;188;52,6;58;16,2
"Utrechtse Heuvelrug";74;149,2;22;44,4;5;10,1
"Vaals";24;237,6;9;89,1;1;9,9
"Valkenburg aan de Geul";54;330,1;15;91,7;5;30,6
"Valkenswaard";108;346,2;15;48,1;25;80,1
"Veendam";8;29,2;2;7,3;0;0
"Veenendaal";89;133,9;37;55,6;9;13,5
"Veere";22;100,5;6;27,4;1;4,6
"Veldhoven";94;206,8;25;55;15;33
"Velsen";206;300;27;39,3;21;30,6
"Venlo";220;216,1;116;114;47;46,2
"Venray";82;188,1;36;82,6;16;36,7
"Vijfheerenlanden";162;285,1;25;44;30;52,8
"Vlaardingen";152;207;30;40,8;10;13,6
"Vlieland";0;0;0;0;0;0
"Vlissingen";45;101,4;8;18;4;9
"Voerendaal";31;248,6;16;128,3;5;40,1
"Voorschoten";28;109,4;9;35,2;4;15,6
"Voorst";47;191,5;11;44,8;7;28,5
"Vught";81;305;36;135,6;14;52,7
"Waadhoeke";68;147,6;9;19,5;5;10,9
"Waalre";22;126;6;34,4;3;17,2
"Waalwijk";107;220,1;23;47,3;23;47,3
"Waddinxveen";38;129,7;11;37,6;5;17,1
"Wageningen";36;90,7;17;42,9;7;17,6
"Wassenaar";35;133,5;8;30,5;7;26,7
"Waterland";24;137,8;14;80,4;2;11,5
"Weert";99;197,6;56;111,8;9;18
"Weesp";31;157,1;9;45,6;1;5,1
"West Betuwe";118;230,5;36;70,3;13;25,4
"West Maas en Waal";61;315,7;14;72,5;4;20,7
"Westerkwartier";53;83,6;14;22,1;4;6,3
"Westerveld";27;138,7;8;41,1;2;10,3
"Westervoort";25;167;10;66,8;1;6,7
"Westerwolde";5;19,4;5;19,4;0;0
"Westland";173;156,8;47;42,6;21;19
"Weststellingwerf";18;69,5;2;7,7;2;7,7
"Westvoorne";22;149,4;6;40,7;0;0
"Wierden";36;147,3;4;16,4;3;12,3
"Wijchen";99;240,7;38;92,4;6;14,6
"Wijdemeren";21;86,2;7;28,7;0;0
"Wijk bij Duurstede";24;100,4;8;33,5;1;4,2
"Winterswijk";23;79,7;3;10,4;1;3,5
"Woensdrecht";35;159,9;4;18,3;0;0
"Woerden";116;221,8;45;86,1;13;24,9
"Wormerland";31;190,2;16;98,2;6;36,8
"Woudenberg";22;164,6;9;67,4;1;7,5
"Zaanstad";260;165,9;98;62,5;34;21,7
"Zaltbommel";50;173;18;62,3;4;13,8
"Zandvoort";29;169,4;10;58,4;6;35,1
"Zeewolde";24;105,9;8;35,3;3;13,2
"Zeist";103;158,6;30;46,2;11;16,9
"Zevenaar";70;160;39;89,2;10;22,9
"Zoetermeer";121;96,6;37;29,5;8;6,4
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";78;177,7;17;38,7;5;11,4
"Zundert";50;229,1;19;87,1;8;36,7
"Zutphen";50;104,3;18;37,5;8;16,7
"Zwartewaterland";110;484,8;31;136,6;12;52,9
"Zwijndrecht";85;190;14;31,3;5;11,2
"Zwolle";267;207,2;51;39,6;32;24,8
