"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Eemnes";14;151,4;2;21,6;1;10,8
"Eersel";58;300,3;22;113,9;9;46,6
"Eijsden-Margraten";133;516,4;50;194,2;20;77,7
"Eindhoven";390;166,3;145;61,8;67;28,6
"Elburg";101;436,1;18;77,7;5;21,6
"Emmen";77;71,9;19;17,7;9;8,4
"Enkhuizen";27;145,2;18;96,8;4;21,5
"Enschede";168;105,2;50;31,3;14;8,8
"Epe";114;343,5;31;93,4;17;51,2
"Ermelo";91;337;20;74,1;12;44,4
"Etten-Leur";144;328,2;40;91,2;25;57
"Geertruidenberg";34;157,9;11;51,1;5;23,2
"Geldrop-Mierlo";88;221,5;26;65,4;14;35,2
"Gemert-Bakel";157;511;71;231,1;29;94,4
"Gennep";49;289,5;15;88,6;10;59,1
"Gilze en Rijen";64;242,1;17;64,3;12;45,4
"Goeree-Overflakkee";240;479,5;53;105,9;25;50
"Goes";67;175,9;11;28,9;9;23,6
"Goirle";64;267,7;26;108,8;15;62,7
"Gooise Meren";89;153,3;23;39,6;2;3,4
"Gorinchem";132;356,7;17;45,9;12;32,4
"Gouda";211;287,3;32;43,6;26;35,4
"Grave";54;434,2;19;152,8;7;56,3
"Groningen";153;65,7;17;7,3;3;1,3
"Gulpen-Wittem";61;430,3;18;127;8;56,4
"Haaksbergen";49;201,6;14;57,6;3;12,3
"Haaren";39;271,4;17;118,3;7;48,7
"Haarlem";233;143;56;34,4;46;28,2
"Haarlemmermeer";189;121,1;57;36,5;17;10,9
"Halderberge";51;168,4;13;42,9;6;19,8
"Hardenberg";158;259,3;23;37,7;6;9,8
"Harderwijk";100;206,5;24;49,6;11;22,7
"Hardinxveld-Giessendam";28;153;1;5,5;2;10,9
"Harlingen";16;101,8;4;25,4;1;6,4
"Hattem";39;319,3;11;90,1;5;40,9
"Heemskerk";75;191,4;25;63,8;9;23
"Heemstede";87;319,4;10;36,7;29;106,5
"Heerde";162;871,6;33;177,5;21;113
"Heerenveen";79;156,5;13;25,7;15;29,7
"Heerhugowaard";129;224;25;43,4;8;13,9
"Heerlen";284;326,2;110;126,4;41;47,1
"Heeze-Leende";52;322;13;80,5;8;49,5
"Heiloo";43;179,4;9;37,5;7;29,2
"Hellendoorn";65;180,9;8;22,3;2;5,6
"Hellevoetsluis";57;141,9;14;34,9;1;2,5
"Helmond";269;291;90;97,4;32;34,6
"Hendrik-Ido-Ambacht";28;89,7;6;19,2;3;9,6
"Hengelo";111;136,8;20;24,6;15;18,5
"Het Hogeland";26;54,4;7;14,6;2;4,2
"Heumen";60;364,7;17;103,3;5;30,4
"Heusden";115;257,3;42;94;14;31,3
"Hillegom";28;126,1;7;31,5;1;4,5
"Hilvarenbeek";32;206,3;7;45,1;4;25,8
"Hilversum";125;137,5;26;28,6;4;4,4
"Hoeksche Waard";214;244,7;69;78,9;13;14,9
"Hof van Twente";57;162,8;14;40;2;5,7
"Hollands Kroon";56;115,6;26;53,7;6;12,4
"Hoogeveen";70;125,7;15;26,9;5;9
"Hoorn";75;102,4;30;41;11;15
"Horst aan de Maas";110;259,2;40;94,3;19;44,8
"Houten";98;195,4;24;47,9;11;21,9
"Huizen";84;203,5;18;43,6;3;7,3
"Hulst";26;94,4;8;29;4;14,5
"IJsselstein";102;299;33;96,7;27;79,2
"Kaag en Braassem";25;91,6;6;22;2;7,3
"Kampen";296;544,7;58;106,7;26;47,8
"Kapelle";19;149,7;2;15,8;1;7,9
"Katwijk";153;232,7;23;35;10;15,2
"Kerkrade";141;308,2;54;118;22;48,1
"Koggenland";30;131,9;6;26,4;6;26,4
"Krimpen aan den IJssel";58;196,4;9;30,5;5;16,9
"Krimpenerwaard";125;221,9;40;71;19;33,7
"Laarbeek";92;408,3;35;155,3;26;115,4
"Landerd";115;731,1;38;241,6;17;108,1
"Landgraaf";112;299;48;128,1;11;29,4
"Landsmeer";22;191,4;3;26,1;2;17,4
"Langedijk";42;149,2;16;56,8;2;7,1
"Lansingerland";156;250;36;57,7;15;24
"Laren";24;212,9;8;71;1;8,9
"Leeuwarden";50;40,3;33;26,6;6;4,8
"Leiden";116;92,7;36;28,8;15;12
"Leiderdorp";25;92,4;10;37;4;14,8
"Leidschendam-Voorburg";84;109,7;19;24,8;7;9,1
"Lelystad";128;162,8;51;64,9;10;12,7
"Leudal";165;459,7;53;147,6;22;61,3
"Leusden";35;115,1;8;26,3;4;13,2
"Lingewaard";85;182,4;28;60,1;6;12,9
"Lisse";20;87,1;6;26,1;2;8,7
"Lochem";75;222,4;12;35,6;9;26,7
"Loon op Zand";50;213,6;20;85,4;6;25,6
"Lopik";49;338,6;19;131,3;7;48,4
"Loppersum";2;21;0;0;0;0
"Losser";21;92,6;7;30,9;0;0
"Maasdriel";32;127,8;15;59,9;4;16
"Maasgouw";75;313;26;108,5;10;41,7
"Maassluis";46;138,5;17;51,2;2;6
"Maastricht";572;470,6;160;131,6;70;57,6
"Medemblik";65;144,1;18;39,9;6;13,3
"Meerssen";78;414,2;20;106,2;9;47,8
"Meierijstad";456;561,6;191;235,2;115;141,6
"Meppel";31;91,4;6;17,7;3;8,8
"Middelburg";43;88,1;14;28,7;7;14,3
"Midden-Delfland";14;72,4;4;20,7;0;0
"Midden-Drenthe";19;57,3;6;18,1;0;0
"Midden-Groningen";27;44,4;6;9,9;1;1,6
"Mill en Sint Hubert";29;265,1;9;82,3;4;36,6
"Moerdijk";56;150,8;13;35;6;16,2
"Molenlanden";94;214;18;41;5;11,4
"Montferland";70;194,4;11;30,5;4;11,1
"Montfoort";33;237,1;12;86,2;4;28,7
"Mook en Middelaar";31;395,1;6;76,5;4;51
"Neder-Betuwe";87;357,4;31;127,4;15;61,6
"Nederweert";45;264,4;28;164,5;7;41,1
"Nieuwegein";92;145;38;59,9;11;17,3
"Nieuwkoop";45;156,2;8;27,8;4;13,9
"Nijkerk";48;111,2;21;48,6;2;4,6
"Nijmegen";493;277,4;116;65,3;47;26,4
"Nissewaard";130;152,5;39;45,8;9;10,6
"Noardeast-Frysl̢n";23;50,8;6;13,3;4;8,8
"Noord-Beveland";6;81,1;1;13,5;0;0
"Noordenveld";17;54,4;3;9,6;1;3,2
"Noordoostpolder";59;124,8;14;29,6;3;6,3
"Noordwijk";37;85;14;32,2;1;2,3
"Nuenen, Gerwen en Nederwetten";42;179,6;16;68,4;8;34,2
"Nunspeet";159;571;34;122,1;16;57,5
"Oegstgeest";36;144,9;8;32,2;1;4
"Oirschot";51;272,4;12;64,1;6;32
"Oisterwijk";55;209,6;16;61;9;34,3
"Oldambt";9;23,6;4;10,5;0;0
"Oldebroek";117;494,8;27;114,2;13;55
"Oldenzaal";46;144,5;14;44;5;15,7
"Olst-Wijhe";41;224,6;12;65,7;6;32,9
"Ommen";46;255,5;9;50;2;11,1
"Oost Gelre";48;162;9;30,4;5;16,9
"Oosterhout";86;153,6;39;69,7;12;21,4
"Ooststellingwerf";7;27,5;3;11,8;0;0
"Oostzaan";25;256,9;10;102,7;1;10,3
"Opmeer";7;59,1;1;8,4;1;8,4
"Opsterland";22;74;6;20,2;0;0
"Oss";404;439,5;132;143,6;76;82,7
"Oude IJsselstreek";57;144,7;14;35,5;6;15,2
"Ouder-Amstel";25;178,2;5;35,6;0;0
"Oudewater";47;459,6;25;244,5;7;68,5
"Overbetuwe";110;229,6;56;116,9;12;25
"Papendrecht";46;143,2;7;21,8;6;18,7
"Peel en Maas";247;568,9;140;322,4;56;129
"Pekela";5;41;4;32,8;0;0
"Pijnacker-Nootdorp";89;160,9;21;38;8;14,5
"Purmerend";182;224;61;75,1;21;25,9
"Putten";17;70,5;3;12,4;0;0
"Raalte";119;315,6;23;61;10;26,5
"Reimerswaal";28;123,2;4;17,6;2;8,8
"Renkum";59;187,9;14;44,6;3;9,6
"Renswoude";16;293,7;5;91,8;5;91,8
"Reusel-De Mierden";21;160,2;10;76,3;2;15,3
"Rheden";64;146,3;31;70,9;14;32
"Rhenen";20;99,4;7;34,8;4;19,9
"Ridderkerk";89;192,6;32;69,3;10;21,6
"Rijssen-Holten";114;298,6;26;68,1;6;15,7
"Rijswijk";87;159,8;27;49,6;12;22
"Roerdalen";44;213,9;26;126,4;7;34
"Roermond";116;199,1;54;92,7;20;34,3
"Roosendaal";180;233,1;24;31,1;15;19,4
"Rotterdam";1701;261,1;375;57,6;157;24,1
"Rozendaal";3;176;1;58,7;0;0
"Rucphen";44;192,4;7;30,6;7;30,6
"s-Gravenhage";958;175,7;261;47,9;107;19,6
"Schagen";67;144,1;19;40,9;7;15,1
"Scherpenzeel";19;192,3;3;30,4;2;20,2
"Schiedam";159;201,9;37;47;7;8,9
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";30;88,6;11;32,5;0;0
"Simpelveld";39;369,6;17;161,1;3;28,4
"Sint Anthonis";58;496,9;19;162,8;10;85,7
"Sint-Michielsgestel";80;273,9;34;116,4;13;44,5
"Sittard-Geleen";319;345,2;103;111,4;46;49,8
"Sliedrecht";40;158,6;7;27,8;3;11,9
"Sluis";16;68,9;7;30,2;4;17,2
"Smallingerland";44;78,4;7;12,5;4;7,1
"Soest";70;150,2;22;47,2;10;21,5
"Someren";82;423,2;29;149,7;6;31
"Son en Breugel";64;369,5;27;155,9;13;75,1
"Stadskanaal";5;15,8;2;6,3;1;3,2
"Staphorst";52;303,3;8;46,7;4;23,3
"Stede Broec";46;211,6;19;87,4;5;23
"Steenbergen";66;269,4;12;49;7;28,6
"Steenwijkerland";78;176,7;13;29,5;5;11,3
"Stein";97;388;39;156;15;60
"Stichtse Vecht";85;130,9;30;46,2;6;9,2
"S̼dwest-Frysl̢n";69;76,7;17;18,9;1;1,1
"Terneuzen";97;178,2;24;44,1;2;3,7
"Terschelling";2;40,9;0;0;0;0
"Texel";10;73,7;4;29,5;1;7,4
"Teylingen";41;109,5;12;32,1;0;0
"Tholen";128;496,9;38;147,5;13;50,5
"Tiel";87;206,4;38;90,1;16;37,9
"Tilburg";601;273,4;166;75,5;130;59,1
"Tubbergen";72;338,4;10;47;3;14,1
"Twenterand";52;154,1;11;32,6;2;5,9
"Tynaarlo";36;106,3;8;23,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";236;560,3;107;254;59;140,1
"Uitgeest";21;153,9;5;36,6;1;7,3
"Uithoorn";45;152,7;16;54,3;2;6,8
"Urk";60;285,3;19;90,3;4;19
"Utrecht";699;195,4;208;58,2;71;19,8
"Utrechtse Heuvelrug";84;169,4;27;54,4;7;14,1
"Vaals";28;277,3;10;99;1;9,9
"Valkenburg aan de Geul";62;379;16;97,8;6;36,7
"Valkenswaard";126;403,8;15;48,1;30;96,2
"Veendam";8;29,2;2;7,3;0;0
"Veenendaal";127;191;39;58,7;9;13,5
"Veere";24;109,7;6;27,4;2;9,1
"Veldhoven";110;242;26;57,2;16;35,2
"Velsen";231;336,4;28;40,8;28;40,8
"Venlo";264;259,3;119;116,9;51;50,1
"Venray";95;217,9;36;82,6;16;36,7
"Vijfheerenlanden";191;336,2;27;47,5;33;58,1
"Vlaardingen";184;250,5;31;42,2;16;21,8
"Vlieland";0;0;0;0;0;0
"Vlissingen";47;105,9;9;20,3;5;11,3
"Voerendaal";40;320,7;16;128,3;6;48,1
"Voorschoten";34;132,8;9;35,2;5;19,5
"Voorst";52;211,8;11;44,8;8;32,6
"Vught";90;338,9;37;139,3;15;56,5
"Waadhoeke";79;171,4;10;21,7;8;17,4
"Waalre";27;154,7;6;34,4;4;22,9
"Waalwijk";124;255;23;47,3;27;55,5
"Waddinxveen";46;157;16;54,6;5;17,1
"Wageningen";41;103,3;19;47,9;8;20,2
"Wassenaar";40;152,6;8;30,5;9;34,3
"Waterland";28;160,7;14;80,4;3;17,2
"Weert";111;221,5;62;123,7;10;20
"Weesp";41;207,8;9;45,6;1;5,1
"West Betuwe";149;291;40;78,1;18;35,2
"West Maas en Waal";69;357,1;16;82,8;6;31,1
"Westerkwartier";54;85,2;14;22,1;4;6,3
"Westerveld";32;164,4;8;41,1;2;10,3
"Westervoort";31;207;12;80,1;4;26,7
"Westerwolde";6;23,3;5;19,4;0;0
"Westland";217;196,6;49;44,4;24;21,7
"Weststellingwerf";24;92,6;3;11,6;3;11,6
"Westvoorne";22;149,4;6;40,7;0;0
"Wierden";42;171,8;4;16,4;3;12,3
"Wijchen";123;299,1;38;92,4;10;24,3
"Wijdemeren";23;94,4;7;28,7;0;0
"Wijk bij Duurstede";25;104,6;8;33,5;1;4,2
"Winterswijk";29;100,5;3;10,4;2;6,9
"Woensdrecht";57;260,5;5;22,8;5;22,8
"Woerden";129;246,7;45;86,1;16;30,6
"Wormerland";39;239,3;18;110,4;6;36,8
"Woudenberg";24;179,6;9;67,4;1;7,5
"Zaanstad";308;196,5;104;66,4;35;22,3
"Zaltbommel";63;218;18;62,3;6;20,8
"Zandvoort";29;169,4;10;58,4;7;40,9
"Zeewolde";30;132,4;9;39,7;3;13,2
"Zeist";120;184,8;35;53,9;16;24,6
"Zevenaar";78;178,3;42;96;12;27,4
"Zoetermeer";155;123,7;39;31,1;10;8
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";108;246;21;47,8;9;20,5
"Zundert";60;275;19;87,1;9;41,2
"Zutphen";59;123,1;19;39,6;8;16,7
"Zwartewaterland";124;546,5;32;141;13;57,3
"Zwijndrecht";105;234,7;15;33,5;7;15,6
"Zwolle";307;238,3;52;40,4;41;31,8
