"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"'s-Hertogenbosch";397;255,9;120;77,4;63;40,6
"Aa en Hunze";13;51,1;1;3,9;0;0
"Aalsmeer";37;116,1;8;25,1;2;6,3
"Aalten";50;184,4;5;18,4;3;11,1
"Achtkarspelen";9;32,3;0;0;0;0
"Alblasserdam";38;188,4;9;44,6;1;5
"Albrandswaard";78;304,8;9;35,2;6;23,4
"Alkmaar";207;189,1;51;46,6;21;19,2
"Almelo";86;117,7;21;28,7;6;8,2
"Almere";277;130,8;109;51,5;6;2,8
"Alphen aan den Rijn";149;133,2;56;50;19;17
"Alphen-Chaam";45;440,6;17;166,5;5;49
"Altena";109;194,7;30;53,6;11;19,6
"Ameland";0;0;0;0;0;0
"Amersfoort";153;97,3;56;35,6;19;12,1
"Amstelveen";279;304,3;54;58,9;32;34,9
"Amsterdam";1661;190,3;512;58,7;144;16,5
"Apeldoorn";309;188,6;54;33;36;22
"Appingedam";5;42,9;3;25,8;0;0
"Arnhem";229;141,9;58;35,9;21;13
"Assen";36;52,5;12;17,5;2;2,9
"Asten";65;388,4;14;83,7;8;47,8
"Baarle-Nassau";5;72,9;1;14,6;0;0
"Baarn";40;160,8;10;40,2;4;16,1
"Barendrecht";96;197,1;29;59,5;6;12,3
"Barneveld";98;165,9;17;28,8;6;10,2
"Beek";40;252,1;15;94,5;3;18,9
"Beekdaelen";131;364,1;44;122,3;19;52,8
"Beemster";8;79,8;4;39,9;1;10
"Beesel";40;296,7;20;148,3;8;59,3
"Berg en Dal";161;460,1;32;91,5;15;42,9
"Bergeijk";47;252,2;14;75,1;4;21,5
"Bergen (L.)";19;145,2;7;53,5;2;15,3
"Bergen (NH.)";50;167,5;16;53,6;3;10,1
"Bergen op Zoom";93;137,8;21;31,1;7;10,4
"Berkelland";61;139,4;6;13,7;5;11,4
"Bernheze";241;771,3;91;291,2;55;176
"Best";54;180,1;31;103,4;10;33,4
"Beuningen";56;216,3;19;73,4;4;15,4
"Beverwijk";68;163,4;15;36;6;14,4
"Bladel";50;245,2;18;88,3;7;34,3
"Blaricum";23;199,4;7;60,7;0;0
"Bloemendaal";41;173,9;6;25,5;3;12,7
"Bodegraven-Reeuwijk";38;109;7;20,1;2;5,7
"Boekel";86;797,5;35;324,6;21;194,7
"Borger-Odoorn";8;31,3;2;7,8;3;11,7
"Borne";44;188,7;13;55,8;6;25,7
"Borsele";22;96,8;5;22;0;0
"Boxmeer";97;330,3;18;61,3;17;57,9
"Boxtel";56;181,8;22;71,4;12;39
"Breda";417;226,3;141;76,5;53;28,8
"Brielle";27;156,2;11;63,7;0;0
"Bronckhorst";54;149,8;11;30,5;5;13,9
"Brummen";34;163,8;16;77,1;6;28,9
"Brunssum";76;273,2;37;133;12;43,1
"Bunnik";26;171,2;7;46,1;1;6,6
"Bunschoten";51;233,2;6;27,4;5;22,9
"Buren";35;130,9;13;48,6;5;18,7
"Capelle aan den IJssel";236;351,4;39;58,1;37;55,1
"Castricum";72;200,1;14;38,9;9;25
"Coevorden";50;141,7;12;34;1;2,8
"Cranendonck";157;741,8;59;278,7;28;132,3
"Cuijk";51;202,9;11;43,8;9;35,8
"Culemborg";53;183;21;72,5;7;24,2
"Dalfsen";72;251,9;15;52,5;6;21
"Dantumadiel";6;31,7;2;10,6;0;0
"De Bilt";105;243,5;24;55,7;9;20,9
"De Fryske Marren";53;102,8;14;27,1;5;9,7
"De Ronde Venen";78;175,5;37;83,2;9;20,2
"De Wolden";37;152,1;10;41,1;0;0
"Delft";111;107,1;37;35,7;9;8,7
"Delfzijl";16;64,9;5;20,3;0;0
"Den Helder";30;53,3;8;14,2;0;0
"Deurne";131;403,4;50;154;16;49,3
"Deventer";185;183,7;42;41,7;25;24,8
"Diemen";70;227,4;16;52;8;26
"Dinkelland";69;260,7;17;64,2;7;26,4
"Doesburg";22;198,6;7;63,2;6;54,2
"Doetinchem";84;144,8;15;25,9;13;22,4
"Dongen";63;240,2;16;61;10;38,1
"Dordrecht";235;197;75;62,9;19;15,9
"Drechterland";42;213;4;20,3;8;40,6
"Drimmelen";55;201,7;18;66;4;14,7
"Dronten";97;233,3;26;62,5;6;14,4
"Druten";104;549,7;21;111;6;31,7
"Duiven";40;159,2;13;51,7;4;15,9
"Echt-Susteren";79;249,9;37;117;14;44,3
"Edam-Volendam";75;207,2;21;58;2;5,5
"Ede";174;148,5;53;45,2;18;15,4
"Eemnes";14;151,4;2;21,6;1;10,8
"Eersel";58;300,3;22;113,9;9;46,6
"Eijsden-Margraten";136;528,1;51;198;20;77,7
"Eindhoven";402;171,5;149;63,6;67;28,6
"Elburg";104;449;18;77,7;5;21,6
"Emmen";83;77,5;19;17,7;10;9,3
"Enkhuizen";27;145,2;18;96,8;4;21,5
"Enschede";170;106,4;51;31,9;14;8,8
"Epe";116;349,5;31;93,4;17;51,2
"Ermelo";93;344,4;20;74,1;13;48,1
"Etten-Leur";149;339,6;40;91,2;25;57
"Geertruidenberg";36;167,1;11;51,1;5;23,2
"Geldrop-Mierlo";91;229;26;65,4;14;35,2
"Gemert-Bakel";160;520,7;71;231,1;29;94,4
"Gennep";49;289,5;15;88,6;10;59,1
"Gilze en Rijen";66;249,6;17;64,3;12;45,4
"Goeree-Overflakkee";240;479,5;53;105,9;28;55,9
"Goes";67;175,9;11;28,9;9;23,6
"Goirle";65;271,9;26;108,8;16;66,9
"Gooise Meren";90;155,1;23;39,6;2;3,4
"Gorinchem";135;364,8;17;45,9;12;32,4
"Gouda";213;290;32;43,6;26;35,4
"Grave";55;442,2;19;152,8;7;56,3
"Groningen";156;67;17;7,3;3;1,3
"Gulpen-Wittem";65;458,5;18;127;8;56,4
"Haaksbergen";49;201,6;14;57,6;4;16,5
"Haaren";39;271,4;17;118,3;7;48,7
"Haarlem";234;143,6;56;34,4;46;28,2
"Haarlemmermeer";191;122,4;57;36,5;17;10,9
"Halderberge";52;171,7;13;42,9;6;19,8
"Hardenberg";162;265,8;23;37,7;7;11,5
"Harderwijk";105;216,8;25;51,6;12;24,8
"Hardinxveld-Giessendam";28;153;1;5,5;2;10,9
"Harlingen";16;101,8;4;25,4;1;6,4
"Hattem";40;327,5;11;90,1;5;40,9
"Heemskerk";75;191,4;25;63,8;9;23
"Heemstede";87;319,4;10;36,7;30;110,1
"Heerde";166;893,1;33;177,5;22;118,4
"Heerenveen";81;160,4;13;25,7;17;33,7
"Heerhugowaard";129;224;26;45,1;8;13,9
"Heerlen";293;336,6;110;126,4;41;47,1
"Heeze-Leende";54;334,4;13;80,5;8;49,5
"Heiloo";43;179,4;9;37,5;7;29,2
"Hellendoorn";68;189,3;8;22,3;2;5,6
"Hellevoetsluis";57;141,9;14;34,9;1;2,5
"Helmond";280;302,9;92;99,5;32;34,6
"Hendrik-Ido-Ambacht";29;92,9;6;19,2;3;9,6
"Hengelo";111;136,8;20;24,6;15;18,5
"Het Hogeland";26;54,4;7;14,6;2;4,2
"Heumen";61;370,8;17;103,3;5;30,4
"Heusden";119;266,2;43;96,2;15;33,6
"Hillegom";28;126,1;7;31,5;1;4,5
"Hilvarenbeek";33;212,7;7;45,1;4;25,8
"Hilversum";133;146,3;27;29,7;4;4,4
"Hoeksche Waard";226;258,4;70;80;13;14,9
"Hof van Twente";58;165,7;15;42,8;2;5,7
"Hollands Kroon";56;115,6;26;53,7;6;12,4
"Hoogeveen";75;134,7;15;26,9;5;9
"Hoorn";75;102,4;30;41;11;15
"Horst aan de Maas";110;259,2;40;94,3;19;44,8
"Houten";102;203,4;24;47,9;11;21,9
"Huizen";89;215,6;18;43,6;3;7,3
"Hulst";26;94,4;8;29;4;14,5
"IJsselstein";106;310,8;33;96,7;27;79,2
"Kaag en Braassem";26;95,2;6;22;2;7,3
"Kampen";298;548,4;58;106,7;26;47,8
"Kapelle";21;165,5;3;23,6;1;7,9
"Katwijk";158;240,3;24;36,5;11;16,7
"Kerkrade";150;327,9;54;118;23;50,3
"Koggenland";30;131,9;6;26,4;6;26,4
"Krimpen aan den IJssel";58;196,4;9;30,5;5;16,9
"Krimpenerwaard";126;223,7;41;72,8;19;33,7
"Laarbeek";94;417,2;35;155,3;26;115,4
"Landerd";117;743,8;38;241,6;18;114,4
"Landgraaf";118;315;49;130,8;12;32
"Landsmeer";22;191,4;3;26,1;2;17,4
"Langedijk";42;149,2;16;56,8;2;7,1
"Lansingerland";157;251,6;36;57,7;17;27,2
"Laren";24;212,9;8;71;1;8,9
"Leeuwarden";52;41,9;33;26,6;6;4,8
"Leiden";117;93,5;36;28,8;15;12
"Leiderdorp";25;92,4;10;37;4;14,8
"Leidschendam-Voorburg";86;112,3;19;24,8;7;9,1
"Lelystad";131;166,6;51;64,9;10;12,7
"Leudal";166;462,4;53;147,6;22;61,3
"Leusden";36;118,4;8;26,3;4;13,2
"Lingewaard";88;188,8;28;60,1;7;15
"Lisse";20;87,1;6;26,1;2;8,7
"Lochem";77;228,3;12;35,6;10;29,6
"Loon op Zand";50;213,6;20;85,4;6;25,6
"Lopik";51;352,4;19;131,3;7;48,4
"Loppersum";2;21;0;0;0;0
"Losser";21;92,6;7;30,9;0;0
"Maasdriel";35;139,8;15;59,9;4;16
"Maasgouw";84;350,6;27;112,7;10;41,7
"Maassluis";47;141,5;17;51,2;3;9
"Maastricht";586;482,1;160;131,6;81;66,6
"Medemblik";65;144,1;17;37,7;6;13,3
"Meerssen";81;430,1;20;106,2;9;47,8
"Meierijstad";464;571,4;195;240,2;116;142,9
"Meppel";31;91,4;6;17,7;3;8,8
"Middelburg";43;88,1;14;28,7;7;14,3
"Midden-Delfland";14;72,4;4;20,7;0;0
"Midden-Drenthe";19;57,3;6;18,1;0;0
"Midden-Groningen";27;44,4;6;9,9;2;3,3
"Mill en Sint Hubert";29;265,1;9;82,3;4;36,6
"Moerdijk";57;153,5;13;35;7;18,8
"Molenlanden";98;223,1;18;41;5;11,4
"Montferland";76;211,1;12;33,3;4;11,1
"Montfoort";34;244,3;12;86,2;4;28,7
"Mook en Middelaar";32;407,8;6;76,5;4;51
"Neder-Betuwe";93;382,1;31;127,4;16;65,7
"Nederweert";47;276,1;30;176,2;7;41,1
"Nieuwegein";96;151,3;38;59,9;11;17,3
"Nieuwkoop";45;156,2;8;27,8;4;13,9
"Nijkerk";49;113,5;21;48,6;2;4,6
"Nijmegen";497;279,7;118;66,4;47;26,4
"Nissewaard";131;153,7;39;45,8;9;10,6
"Noardeast-Frysl̢n";23;50,8;6;13,3;4;8,8
"Noord-Beveland";6;81,1;1;13,5;0;0
"Noordenveld";17;54,4;3;9,6;1;3,2
"Noordoostpolder";61;129,1;14;29,6;3;6,3
"Noordwijk";38;87,3;15;34,5;1;2,3
"Nuenen, Gerwen en Nederwetten";42;179,6;16;68,4;8;34,2
"Nunspeet";173;621,3;35;125,7;17;61,1
"Oegstgeest";36;144,9;8;32,2;3;12,1
"Oirschot";52;277,7;12;64,1;6;32
"Oisterwijk";56;213,4;16;61;9;34,3
"Oldambt";12;31,4;6;15,7;0;0
"Oldebroek";126;532,9;27;114,2;14;59,2
"Oldenzaal";47;147,7;14;44;5;15,7
"Olst-Wijhe";41;224,6;12;65,7;7;38,4
"Ommen";47;261;9;50;2;11,1
"Oost Gelre";48;162;9;30,4;5;16,9
"Oosterhout";88;157,2;40;71,4;12;21,4
"Ooststellingwerf";7;27,5;3;11,8;0;0
