"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Oostzaan";26;267,1;11;113;1;10,3
"Opmeer";7;59,1;1;8,4;1;8,4
"Opsterland";22;74;6;20,2;0;0
"Oss";410;446;146;158,8;77;83,8
"Oude IJsselstreek";60;152,3;14;35,5;6;15,2
"Ouder-Amstel";26;185,3;5;35,6;0;0
"Oudewater";48;469,4;25;244,5;7;68,5
"Overbetuwe";110;229,6;56;116,9;13;27,1
"Papendrecht";47;146,3;7;21,8;6;18,7
"Peel en Maas";248;571,2;140;322,4;56;129
"Pekela";5;41;4;32,8;0;0
"Pijnacker-Nootdorp";91;164,5;21;38;8;14,5
"Purmerend";186;229;62;76,3;21;25,9
"Putten";18;74,6;3;12,4;0;0
"Raalte";123;326,2;23;61;10;26,5
"Reimerswaal";28;123,2;4;17,6;2;8,8
"Renkum";60;191,1;14;44,6;3;9,6
"Renswoude";16;293,7;5;91,8;5;91,8
"Reusel-De Mierden";21;160,2;10;76,3;2;15,3
"Rheden";64;146,3;31;70,9;14;32
"Rhenen";20;99,4;7;34,8;4;19,9
"Ridderkerk";90;194,8;32;69,3;10;21,6
"Rijssen-Holten";120;314,3;27;70,7;8;21
"Rijswijk";92;169;27;49,6;13;23,9
"Roerdalen";44;213,9;26;126,4;7;34
"Roermond";116;199,1;54;92,7;20;34,3
"Roosendaal";183;237;25;32,4;15;19,4
"Rotterdam";1746;268;380;58,3;168;25,8
"Rozendaal";3;176;1;58,7;0;0
"Rucphen";48;209,9;8;35;7;30,6
"s-Gravenhage";993;182,1;262;48,1;116;21,3
"Schagen";67;144,1;19;40,9;7;15,1
"Scherpenzeel";19;192,3;3;30,4;2;20,2
"Schiedam";162;205,7;37;47;8;10,2
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";30;88,6;11;32,5;0;0
"Simpelveld";39;369,6;17;161,1;3;28,4
"Sint Anthonis";59;505,5;19;162,8;10;85,7
"Sint-Michielsgestel";82;280,8;34;116,4;13;44,5
"Sittard-Geleen";329;356;104;112,5;46;49,8
"Sliedrecht";41;162,6;8;31,7;3;11,9
"Sluis";16;68,9;7;30,2;4;17,2
"Smallingerland";46;81,9;7;12,5;4;7,1
"Soest";71;152,3;22;47,2;10;21,5
"Someren";86;443,8;29;149,7;6;31
"Son en Breugel";66;381;27;155,9;13;75,1
"Stadskanaal";5;15,8;2;6,3;1;3,2
"Staphorst";53;309,1;8;46,7;4;23,3
"Stede Broec";47;216,3;19;87,4;5;23
"Steenbergen";67;273,5;12;49;7;28,6
"Steenwijkerland";79;179;14;31,7;5;11,3
"Stein";99;396;39;156;15;60
"Stichtse Vecht";85;130,9;30;46,2;6;9,2
"S̼dwest-Frysl̢n";69;76,7;17;18,9;2;2,2
"Terneuzen";97;178,2;24;44,1;2;3,7
"Terschelling";2;40,9;0;0;0;0
"Texel";10;73,7;4;29,5;1;7,4
"Teylingen";41;109,5;12;32,1;0;0
"Tholen";129;500,8;38;147,5;14;54,4
"Tiel";89;211,1;39;92,5;16;37,9
"Tilburg";614;279,3;167;76;131;59,6
"Tubbergen";73;343,1;11;51,7;3;14,1
"Twenterand";53;157,1;11;32,6;2;5,9
"Tynaarlo";36;106,3;8;23,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";237;562,7;111;263,5;59;140,1
"Uitgeest";21;153,9;5;36,6;1;7,3
"Uithoorn";45;152,7;16;54,3;2;6,8
"Urk";61;290;20;95,1;4;19
"Utrecht";719;201;210;58,7;72;20,1
"Utrechtse Heuvelrug";87;175,4;28;56,5;7;14,1
"Vaals";28;277,3;10;99;1;9,9
"Valkenburg aan de Geul";63;385,1;16;97,8;6;36,7
"Valkenswaard";130;416,7;15;48,1;30;96,2
"Veendam";9;32,9;2;7,3;0;0
"Veenendaal";130;195,5;40;60,2;9;13,5
"Veere";24;109,7;6;27,4;2;9,1
"Veldhoven";111;244,2;26;57,2;16;35,2
"Velsen";233;339,4;28;40,8;28;40,8
"Venlo";273;268,2;122;119,8;51;50,1
"Venray";96;220,2;36;82,6;16;36,7
"Vijfheerenlanden";195;343,2;27;47,5;33;58,1
"Vlaardingen";193;262,8;32;43,6;16;21,8
"Vlieland";0;0;0;0;0;0
"Vlissingen";47;105,9;9;20,3;5;11,3
"Voerendaal";41;328,8;16;128,3;7;56,1
"Voorschoten";35;136,7;9;35,2;5;19,5
"Voorst";52;211,8;11;44,8;8;32,6
"Vught";93;350,2;37;139,3;15;56,5
"Waadhoeke";84;182,3;11;23,9;8;17,4
"Waalre";27;154,7;6;34,4;4;22,9
"Waalwijk";125;257,1;23;47,3;28;57,6
"Waddinxveen";46;157;16;54,6;5;17,1
"Wageningen";42;105,9;19;47,9;9;22,7
"Wassenaar";41;156,4;8;30,5;9;34,3
"Waterland";29;166,5;14;80,4;3;17,2
"Weert";115;229,5;63;125,7;10;20
"Weesp";48;243,3;9;45,6;1;5,1
"West Betuwe";150;293;40;78,1;18;35,2
"West Maas en Waal";69;357,1;16;82,8;7;36,2
"Westerkwartier";54;85,2;14;22,1;4;6,3
"Westerveld";32;164,4;8;41,1;3;15,4
"Westervoort";31;207;12;80,1;4;26,7
"Westerwolde";6;23,3;5;19,4;0;0
"Westland";222;201,2;49;44,4;24;21,7
"Weststellingwerf";25;96,5;3;11,6;3;11,6
"Westvoorne";22;149,4;6;40,7;0;0
"Wierden";43;175,9;4;16,4;3;12,3
"Wijchen";123;299,1;38;92,4;10;24,3
"Wijdemeren";23;94,4;7;28,7;0;0
"Wijk bij Duurstede";26;108,7;8;33,5;1;4,2
"Winterswijk";33;114,3;3;10,4;2;6,9
"Woensdrecht";58;265;5;22,8;5;22,8
"Woerden";132;252,4;45;86,1;16;30,6
"Wormerland";40;245,4;18;110,4;6;36,8
"Woudenberg";25;187,1;9;67,4;1;7,5
"Zaanstad";313;199,7;104;66,4;36;23
"Zaltbommel";66;228,4;18;62,3;7;24,2
"Zandvoort";29;169,4;10;58,4;7;40,9
"Zeewolde";32;141,2;10;44,1;3;13,2
"Zeist";124;191;35;53,9;16;24,6
"Zevenaar";79;180,6;42;96;13;29,7
"Zoetermeer";156;124,5;45;35,9;10;8
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";112;255,2;21;47,8;10;22,8
"Zundert";61;279,5;19;87,1;9;41,2
"Zutphen";62;129,3;19;39,6;8;16,7
"Zwartewaterland";128;564,1;32;141;13;57,3
"Zwijndrecht";109;243,6;16;35,8;7;15,6
"Zwolle";313;243;52;40,4;41;31,8
