"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Epe";120;361,6;33;99,4;18;54,2
"Ermelo";95;351,8;23;85,2;13;48,1
"Etten-Leur";155;353,2;40;91,2;26;59,3
"Geertruidenberg";39;181,1;11;51,1;6;27,9
"Geldrop-Mierlo";94;236,6;26;65,4;14;35,2
"Gemert-Bakel";163;530,5;72;234,3;29;94,4
"Gennep";51;301,3;16;94,5;10;59,1
"Gilze en Rijen";71;268,6;17;64,3;12;45,4
"Goeree-Overflakkee";244;487,5;53;105,9;28;55,9
"Goes";67;175,9;11;28,9;9;23,6
"Goirle";66;276,1;26;108,8;16;66,9
"Gooise Meren";91;156,8;23;39,6;2;3,4
"Gorinchem";138;372,9;17;45,9;12;32,4
"Gouda";221;300,9;35;47,7;27;36,8
"Grave";62;498,5;20;160,8;7;56,3
"Groningen";156;67;17;7,3;3;1,3
"Gulpen-Wittem";69;486,7;19;134;9;63,5
"Haaksbergen";50;205,7;14;57,6;4;16,5
"Haaren";39;271,4;17;118,3;7;48,7
"Haarlem";236;144,8;56;34,4;46;28,2
"Haarlemmermeer";194;124,3;58;37,2;18;11,5
"Halderberge";52;171,7;13;42,9;6;19,8
"Hardenberg";162;265,8;23;37,7;7;11,5
"Harderwijk";117;241,6;28;57,8;13;26,8
"Hardinxveld-Giessendam";28;153;1;5,5;2;10,9
"Harlingen";16;101,8;4;25,4;1;6,4
"Hattem";41;335,7;11;90,1;5;40,9
"Heemskerk";75;191,4;25;63,8;9;23
"Heemstede";87;319,4;10;36,7;30;110,1
"Heerde";170;914,6;34;182,9;25;134,5
"Heerenveen";81;160,4;13;25,7;17;33,7
"Heerhugowaard";133;230,9;26;45,1;8;13,9
"Heerlen";304;349,2;112;128,7;44;50,5
"Heeze-Leende";55;340,6;14;86,7;8;49,5
"Heiloo";43;179,4;9;37,5;7;29,2
"Hellendoorn";74;206;8;22,3;4;11,1
"Hellevoetsluis";58;144,4;14;34,9;1;2,5
"Helmond";293;317;92;99,5;32;34,6
"Hendrik-Ido-Ambacht";29;92,9;6;19,2;3;9,6
"Hengelo";112;138;20;24,6;15;18,5
"Het Hogeland";26;54,4;7;14,6;2;4,2
"Heumen";64;389,1;17;103,3;5;30,4
"Heusden";127;284,1;43;96,2;17;38
"Hillegom";28;126,1;7;31,5;2;9
"Hilvarenbeek";35;225,6;7;45,1;4;25,8
"Hilversum";152;167,2;27;29,7;4;4,4
"Hoeksche Waard";242;276,7;71;81,2;14;16
"Hof van Twente";58;165,7;15;42,8;2;5,7
"Hollands Kroon";57;117,7;26;53,7;6;12,4
"Hoogeveen";79;141,8;15;26,9;5;9
"Hoorn";76;103,8;30;41;11;15
"Horst aan de Maas";113;266,3;40;94,3;23;54,2
"Houten";106;211,4;24;47,9;12;23,9
"Huizen";94;227,8;19;46;3;7,3
"Hulst";28;101,6;8;29;4;14,5
"IJsselstein";112;328,3;33;96,7;28;82,1
"Kaag en Braassem";26;95,2;6;22;2;7,3
"Kampen";304;559,4;59;108,6;26;47,8
"Kapelle";21;165,5;3;23,6;1;7,9
"Katwijk";167;254;26;39,5;11;16,7
"Kerkrade";157;343,2;56;122,4;24;52,5
"Koggenland";32;140,6;6;26,4;6;26,4
"Krimpen aan den IJssel";63;213,3;9;30,5;5;16,9
"Krimpenerwaard";129;229,1;42;74,6;19;33,7
"Laarbeek";101;448,3;36;159,8;26;115,4
"Landerd";128;813,7;39;247,9;19;120,8
"Landgraaf";124;331;50;133,5;12;32
"Landsmeer";22;191,4;3;26,1;2;17,4
"Langedijk";43;152,7;16;56,8;2;7,1
"Lansingerland";159;254,8;36;57,7;18;28,8
"Laren";24;212,9;8;71;1;8,9
"Leeuwarden";54;43,5;33;26,6;6;4,8
"Leiden";124;99,1;37;29,6;15;12
"Leiderdorp";27;99,8;10;37;5;18,5
"Leidschendam-Voorburg";91;118,9;19;24,8;7;9,1
"Lelystad";140;178,1;56;71,2;11;14
"Leudal";171;476,4;53;147,6;27;75,2
"Leusden";39;128,3;8;26,3;4;13,2
"Lingewaard";92;197,4;29;62,2;8;17,2
"Lisse";20;87,1;6;26,1;2;8,7
"Lochem";77;228,3;12;35,6;10;29,6
"Loon op Zand";51;217,9;20;85,4;6;25,6
"Lopik";53;366,2;19;131,3;7;48,4
"Loppersum";2;21;0;0;0;0
"Losser";22;97;7;30,9;0;0
"Maasdriel";39;155,8;15;59,9;4;16
"Maasgouw";90;375,6;27;112,7;10;41,7
"Maassluis";49;147,5;17;51,2;3;9
"Maastricht";633;520,7;166;136,6;87;71,6
"Medemblik";67;148,5;17;37,7;6;13,3
"Meerssen";82;435,4;20;106,2;10;53,1
"Meierijstad";493;607,2;202;248,8;117;144,1
"Meppel";30;88,5;6;17,7;3;8,8
"Middelburg";45;92,2;15;30,7;7;14,3
"Midden-Delfland";15;77,5;4;20,7;0;0
"Midden-Drenthe";19;57,3;6;18,1;0;0
"Midden-Groningen";29;47,7;6;9,9;2;3,3
"Mill en Sint Hubert";33;301,6;9;82,3;4;36,6
"Moerdijk";62;167;13;35;8;21,5
"Molenlanden";98;223,1;18;41;5;11,4
"Montferland";80;222,2;12;33,3;4;11,1
"Montfoort";34;244,3;12;86,2;4;28,7
"Mook en Middelaar";33;420,5;6;76,5;4;51
"Neder-Betuwe";101;414,9;31;127,4;17;69,8
"Nederweert";49;287,9;30;176,2;7;41,1
"Nieuwegein";101;159,2;38;59,9;12;18,9
"Nieuwkoop";45;156,2;8;27,8;4;13,9
"Nijkerk";50;115,8;21;48,6;2;4,6
"Nijmegen";508;285,9;118;66,4;47;26,4
"Nissewaard";140;164,2;42;49,3;10;11,7
"Noardeast-Frysl̢n";23;50,8;6;13,3;4;8,8
"Noord-Beveland";6;81,1;1;13,5;0;0
"Noordenveld";18;57,6;3;9,6;1;3,2
"Noordoostpolder";66;139,6;14;29,6;4;8,5
"Noordwijk";39;89,6;15;34,5;2;4,6
"Nuenen, Gerwen en Nederwetten";44;188,2;16;68,4;8;34,2
"Nunspeet";185;664,4;35;125,7;18;64,6
"Oegstgeest";36;144,9;8;32,2;3;12,1
"Oirschot";53;283,1;12;64,1;6;32
"Oisterwijk";58;221;16;61;9;34,3
"Oldambt";12;31,4;6;15,7;0;0
"Oldebroek";137;579,4;30;126,9;15;63,4
"Oldenzaal";48;150,8;14;44;5;15,7
"Olst-Wijhe";44;241,1;12;65,7;7;38,4
"Ommen";48;266,6;9;50;2;11,1
"Oost Gelre";49;165,4;9;30,4;5;16,9
"Oosterhout";93;166,1;42;75;12;21,4
"Ooststellingwerf";7;27,5;3;11,8;0;0
"Oostzaan";26;267,1;11;113;1;10,3
"Opmeer";8;67,6;1;8,4;1;8,4
"Opsterland";22;74;6;20,2;0;0
"Oss";431;468,8;163;177,3;79;85,9
"Oude IJsselstreek";65;165;15;38,1;7;17,8
"Ouder-Amstel";29;206,7;5;35,6;0;0
"Oudewater";49;479,2;25;244,5;7;68,5
"Overbetuwe";114;238;56;116,9;13;27,1
"Papendrecht";49;152,5;7;21,8;6;18,7
"Peel en Maas";256;589,6;141;324,7;57;131,3
"Pekela";5;41;4;32,8;0;0
"Pijnacker-Nootdorp";103;186,2;21;38;9;16,3
"Purmerend";191;235,1;64;78,8;27;33,2
"Putten";19;78,8;4;16,6;0;0
"Raalte";135;358;23;61;16;42,4
"Reimerswaal";28;123,2;4;17,6;2;8,8
"Renkum";60;191,1;14;44,6;4;12,7
"Renswoude";18;330,4;5;91,8;5;91,8
"Reusel-De Mierden";21;160,2;10;76,3;2;15,3
"Rheden";65;148,6;31;70,9;14;32
"Rhenen";22;109,3;7;34,8;4;19,9
"Ridderkerk";96;207,8;33;71,4;10;21,6
"Rijssen-Holten";128;335,3;27;70,7;9;23,6
"Rijswijk";99;181,9;29;53,3;16;29,4
"Roerdalen";46;223,6;27;131,2;7;34
"Roermond";121;207,7;58;99,6;20;34,3
"Roosendaal";192;248,6;26;33,7;16;20,7
"Rotterdam";1857;285,1;401;61,6;183;28,1
"Rozendaal";3;176;1;58,7;0;0
"Rucphen";53;231,7;8;35;7;30,6
"s-Gravenhage";1079;197,9;273;50,1;124;22,7
"Schagen";68;146,3;19;40,9;7;15,1
"Scherpenzeel";20;202,4;3;30,4;2;20,2
"Schiedam";171;217,2;39;49,5;9;11,4
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";31;91,6;11;32,5;0;0
"Simpelveld";39;369,6;17;161,1;3;28,4
"Sint Anthonis";60;514,1;19;162,8;10;85,7
"Sint-Michielsgestel";88;301,3;35;119,9;15;51,4
"Sittard-Geleen";343;371,1;105;113,6;48;51,9
"Sliedrecht";42;166,6;8;31,7;3;11,9
"Sluis";16;68,9;7;30,2;4;17,2
"Smallingerland";48;85,5;8;14,2;4;7,1
"Soest";73;156,6;22;47,2;10;21,5
"Someren";90;464,5;29;149,7;6;31
"Son en Breugel";68;392,6;27;155,9;13;75,1
"Stadskanaal";5;15,8;2;6,3;1;3,2
"Staphorst";55;320,8;8;46,7;4;23,3
"Stede Broec";47;216,3;19;87,4;5;23
"Steenbergen";72;293,9;13;53,1;11;44,9
"Steenwijkerland";82;185,8;14;31,7;5;11,3
"Stein";103;412;40;160;15;60
"Stichtse Vecht";93;143,2;30;46,2;6;9,2
"S̼dwest-Frysl̢n";69;76,7;17;18,9;3;3,3
"Terneuzen";100;183,7;24;44,1;3;5,5
"Terschelling";2;40,9;0;0;0;0
"Texel";10;73,7;4;29,5;1;7,4
"Teylingen";46;122,9;12;32,1;1;2,7
"Tholen";130;504,7;38;147,5;14;54,4
"Tiel";94;223;40;94,9;16;37,9
"Tilburg";637;289,8;171;77,8;141;64,1
"Tubbergen";74;347,8;11;51,7;3;14,1
"Twenterand";54;160;12;35,6;2;5,9
"Tynaarlo";37;109,2;9;26,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";247;586,4;114;270,6;60;142,4
"Uitgeest";21;153,9;5;36,6;1;7,3
"Uithoorn";46;156,1;16;54,3;2;6,8
"Urk";66;313,8;21;99,8;4;19
"Utrecht";766;214,1;219;61,2;76;21,2
"Utrechtse Heuvelrug";89;179,4;29;58,5;9;18,1
"Vaals";28;277,3;10;99;1;9,9
"Valkenburg aan de Geul";70;427,9;16;97,8;7;42,8
"Valkenswaard";147;471,2;15;48,1;31;99,4
"Veendam";9;32,9;2;7,3;0;0
"Veenendaal";140;210,6;45;67,7;10;15
"Veere";24;109,7;6;27,4;2;9,1
"Veldhoven";113;248,6;26;57,2;16;35,2
"Velsen";245;356,8;30;43,7;33;48,1
"Venlo";281;276;124;121,8;52;51,1
"Venray";98;224,8;36;82,6;16;36,7
"Vijfheerenlanden";202;355,5;28;49,3;33;58,1
"Vlaardingen";218;296,8;33;44,9;16;21,8
"Vlieland";0;0;0;0;0;0
"Vlissingen";47;105,9;9;20,3;5;11,3
"Voerendaal";41;328,8;16;128,3;7;56,1
"Voorschoten";36;140,6;9;35,2;5;19,5
"Voorst";54;220;11;44,8;8;32,6
"Vught";96;361,5;38;143,1;15;56,5
"Waadhoeke";86;186,6;11;23,9;8;17,4
"Waalre";27;154,7;6;34,4;4;22,9
"Waalwijk";134;275,6;23;47,3;29;59,6
"Waddinxveen";48;163,9;16;54,6;5;17,1
"Wageningen";42;105,9;19;47,9;9;22,7
"Wassenaar";44;167,8;8;30,5;9;34,3
"Waterland";28;160,7;14;80,4;3;17,2
"Weert";117;233,5;63;125,7;11;22
"Weesp";57;288,9;9;45,6;1;5,1
"West Betuwe";157;306,7;40;78,1;20;39,1
"West Maas en Waal";73;377,8;16;82,8;7;36,2
"Westerkwartier";55;86,8;14;22,1;4;6,3
"Westerveld";32;164,4;8;41,1;3;15,4
"Westervoort";31;207;12;80,1;4;26,7
"Westerwolde";6;23,3;5;19,4;0;0
"Westland";231;209,3;51;46,2;24;21,7
"Weststellingwerf";26;100,3;3;11,6;3;11,6
"Westvoorne";23;156,2;6;40,7;0;0
"Wierden";43;175,9;4;16,4;5;20,5
"Wijchen";123;299,1;38;92,4;10;24,3
"Wijdemeren";24;98,5;7;28,7;0;0
"Wijk bij Duurstede";28;117,1;8;33,5;1;4,2
"Winterswijk";35;121,3;3;10,4;2;6,9
"Woensdrecht";58;265;5;22,8;6;27,4
"Woerden";136;260,1;45;86,1;16;30,6
"Wormerland";40;245,4;18;110,4;6;36,8
"Woudenberg";26;194,6;9;67,4;1;7,5
"Zaanstad";317;202,3;104;66,4;37;23,6
"Zaltbommel";73;252,6;18;62,3;7;24,2
"Zandvoort";30;175,3;10;58,4;7;40,9
"Zeewolde";34;150,1;11;48,6;3;13,2
"Zeist";132;203,3;34;52,4;16;24,6
"Zevenaar";80;182,9;42;96;13;29,7
"Zoetermeer";162;129,3;46;36,7;10;8
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";116;264,3;22;50,1;13;29,6
"Zundert";64;293,3;19;87,1;9;41,2
"Zutphen";67;139,8;20;41,7;8;16,7
"Zwartewaterland";134;590,6;35;154,3;15;66,1
"Zwijndrecht";112;250,3;16;35,8;9;20,1
"Zwolle";329;255,4;53;41,1;44;34,2
