"Category";"Meldingen";"Meldingen per 100.000";"Zkh opname";"Zkh opname per 100.000";"Overleden";"Overleden per 100.000"
"Lochem";47;139,3;11;32,6;5;14,8
"Loon op Zand";42;179,4;20;85,4;5;21,4
"Lopik";32;221,1;18;124,4;3;20,7
"Loppersum";2;21;0;0;0;0
"Losser";18;79,3;7;30,9;0;0
"Maasdriel";27;107,9;15;59,9;3;12
"Maasgouw";59;246,2;23;96;10;41,7
"Maassluis";40;120,4;14;42,1;1;3
"Maastricht";461;379,2;143;117,6;51;42
"Medemblik";52;115,3;16;35,5;5;11,1
"Meerssen";60;318,6;15;79,7;7;37,2
"Meierijstad";413;508,6;166;204,4;102;125,6
"Meppel";25;73,7;6;17,7;3;8,8
"Middelburg";35;71,7;13;26,6;7;14,3
"Midden-Delfland";12;62;4;20,7;0;0
"Midden-Drenthe";17;51,2;6;18,1;0;0
"Midden-Groningen";25;41,1;6;9,9;1;1,6
"Mill en Sint Hubert";24;219,4;9;82,3;3;27,4
"Moerdijk";45;121,2;13;35;5;13,5
"Molenlanden";82;186,7;16;36,4;4;9,1
"Montferland";52;144,4;9;25;3;8,3
"Montfoort";32;229,9;12;86,2;3;21,6
"Mook en Middelaar";24;305,8;5;63,7;2;25,5
"Neder-Betuwe";69;283,5;31;127,4;14;57,5
"Nederweert";40;235;28;164,5;5;29,4
"Nieuwegein";74;116,6;35;55,2;8;12,6
"Nieuwkoop";35;121,5;7;24,3;4;13,9
"Nijkerk";44;101,9;21;48,6;2;4,6
"Nijmegen";426;239,7;111;62,5;38;21,4
"Nissewaard";111;130,2;35;41,1;7;8,2
"Noardeast-Fryslân";23;50,8;6;13,3;3;6,6
"Noord-Beveland";5;67,6;1;13,5;0;0
"Noordenveld";15;48;2;6,4;1;3,2
"Noordoostpolder";37;78,3;10;21,2;3;6,3
"Noordwijk";30;68,9;13;29,9;1;2,3
"Nuenen, Gerwen en Nederwetten";38;162,5;14;59,9;5;21,4
"Nunspeet";119;427,4;31;111,3;14;50,3
"Oegstgeest";27;108,7;6;24,2;1;4
"Oirschot";39;208,3;12;64,1;5;26,7
"Oisterwijk";48;182,9;16;61;8;30,5
"Oldambt";6;15,7;2;5,2;0;0
"Oldebroek";91;384,9;24;101,5;12;50,8
"Oldenzaal";42;131,9;14;44;5;15,7
"Olst-Wijhe";34;186,3;12;65,7;5;27,4
"Ommen";38;211;8;44,4;2;11,1
"Oost Gelre";40;135;9;30,4;5;16,9
"Oosterhout";73;130,4;35;62,5;8;14,3
"Ooststellingwerf";2;7,9;1;3,9;0;0
"Oostzaan";20;205,5;8;82,2;1;10,3
"Opmeer";6;50,7;1;8,4;1;8,4
"Opsterland";19;63,9;5;16,8;0;0
"Oss";351;381,8;112;121,8;67;72,9
"Oude IJsselstreek";43;109,2;11;27,9;4;10,2
"Ouder-Amstel";24;171,1;5;35,6;0;0
"Oudewater";43;420,5;24;234,7;8;78,2
"Overbetuwe";101;210,8;54;112,7;11;23
"Papendrecht";40;124,5;7;21,8;6;18,7
"Peel en Maas";227;522,8;136;313,2;55;126,7
"Pekela";4;32,8;4;32,8;0;0
"Pijnacker-Nootdorp";65;117,5;20;36,1;6;10,8
"Purmerend";148;182,2;60;73,9;14;17,2
"Putten";16;66,4;3;12,4;0;0
"Raalte";68;180,3;22;58,3;8;21,2
"Reimerswaal";22;96,8;4;17,6;2;8,8
"Renkum";44;140,1;14;44,6;2;6,4
"Renswoude";13;238,6;4;73,4;5;91,8
"Reusel-De Mierden";18;137,3;9;68,6;0;0
"Rheden";58;132,6;31;70,9;14;32
"Rhenen";16;79,5;5;24,8;4;19,9
"Ridderkerk";78;168,8;29;62,8;9;19,5
"Rijssen-Holten";83;217,4;24;62,9;4;10,5
"Rijswijk";62;113,9;19;34,9;4;7,3
"Roerdalen";39;189,6;26;126,4;6;29,2
"Roermond";105;180,2;50;85,8;19;32,6
"Roosendaal";138;178,7;21;27,2;12;15,5
"Rotterdam";1374;210,9;319;49;93;14,3
"Rozendaal";2;117,3;1;58,7;0;0
"Rucphen";38;166,1;7;30,6;6;26,2
"s-Gravenhage";703;129;229;42;64;11,7
"Schagen";58;124,8;17;36,6;2;4,3
"Scherpenzeel";17;172,1;3;30,4;2;20,2
"Schiedam";103;130,8;34;43,2;4;5,1
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";27;79,7;10;29,5;0;0
"Simpelveld";31;293,8;17;161,1;3;28,4
"Sint Anthonis";55;471,2;19;162,8;9;77,1
"Sint-Michielsgestel";70;239,7;31;106,2;11;37,7
"Sittard-Geleen";258;279,2;91;98,5;38;41,1
"Sliedrecht";35;138,8;7;27,8;3;11,9
"Sluis";15;64,6;7;30,2;4;17,2
"Smallingerland";33;58,8;7;12,5;3;5,3
"Soest";66;141,6;20;42,9;7;15
"Someren";72;371,6;28;144,5;6;31
"Son en Breugel";54;311,8;27;155,9;10;57,7
"Stadskanaal";4;12,6;2;6,3;1;3,2
"Staphorst";44;256,6;7;40,8;3;17,5
"Stede Broec";42;193,2;17;78,2;2;9,2
"Steenbergen";46;187,7;12;49;5;20,4
"Steenwijkerland";60;135,9;11;24,9;2;4,5
"Stein";76;304;37;148;14;56
"Stichtse Vecht";71;109,4;27;41,6;6;9,2
"Súdwest-Fryslân";61;67,8;17;18,9;1;1,1
"Terneuzen";80;147;19;34,9;2;3,7
"Terschelling";2;40,9;0;0;0;0
"Texel";11;81;4;29,5;1;7,4
"Teylingen";35;93,5;12;32,1;0;0
"Tholen";108;419,3;35;135,9;11;42,7
"Tiel";69;163,7;34;80,6;12;28,5
"Tilburg";518;235,7;160;72,8;110;50
"Tubbergen";67;314,9;10;47;3;14,1
"Twenterand";42;124,5;10;29,6;2;5,9
"Tynaarlo";33;97,4;8;23,6;0;0
"Tytsjerksteradiel";15;46,8;4;12,5;1;3,1
"Uden";216;512,8;88;208,9;50;118,7
"Uitgeest";19;139,2;5;36,6;1;7,3
"Uithoorn";40;135,7;14;47,5;1;3,4
"Urk";44;209,2;19;90,3;4;19
"Utrecht";605;169,1;183;51,2;54;15,1
"Utrechtse Heuvelrug";73;147,2;22;44,4;5;10,1
"Vaals";22;217,8;9;89,1;1;9,9
"Valkenburg aan de Geul";51;311,7;14;85,6;4;24,4
"Valkenswaard";101;323,7;15;48,1;24;76,9
"Veendam";8;29,2;2;7,3;0;0
"Veenendaal";87;130,8;36;54,1;8;12
"Veere";20;91,4;5;22,8;1;4,6
"Veldhoven";86;189,2;25;55;15;33
"Velsen";201;292,7;26;37,9;19;27,7
"Venlo";216;212,2;115;113;45;44,2
"Venray";81;185,8;35;80,3;16;36,7
"Vijfheerenlanden";158;278,1;24;42,2;28;49,3
"Vlaardingen";140;190,6;30;40,8;8;10,9
"Vlieland";0;0;0;0;0;0
"Vlissingen";45;101,4;8;18;4;9
"Voerendaal";30;240,6;16;128,3;5;40,1
"Voorschoten";27;105,5;9;35,2;4;15,6
"Voorst";45;183,3;10;40,7;7;28,5
"Vught";78;293,7;36;135,6;14;52,7
"Waadhoeke";62;134,6;9;19,5;5;10,9
"Waalre";21;120,3;6;34,4;3;17,2
"Waalwijk";103;211,8;23;47,3;22;45,2
"Waddinxveen";36;122,9;11;37,6;5;17,1
"Wageningen";33;83,2;16;40,3;7;17,6
"Wassenaar";33;125,9;8;30,5;3;11,4
"Waterland";24;137,8;14;80,4;2;11,5
"Weert";99;197,6;56;111,8;9;18
"Weesp";29;147;9;45,6;1;5,1
"West Betuwe";113;220,7;34;66,4;11;21,5
"West Maas en Waal";61;315,7;14;72,5;4;20,7
"Westerkwartier";51;80,5;14;22,1;3;4,7
"Westerveld";25;128,5;8;41,1;2;10,3
"Westervoort";23;153,6;10;66,8;1;6,7
"Westerwolde";5;19,4;5;19,4;0;0
"Westland";167;151,3;44;39,9;18;16,3
"Weststellingwerf";16;61,7;2;7,7;2;7,7
"Westvoorne";22;149,4;6;40,7;0;0
"Wierden";34;139,1;4;16,4;3;12,3
"Wijchen";95;231;38;92,4;6;14,6
"Wijdemeren";19;78;7;28,7;0;0
"Wijk bij Duurstede";24;100,4;8;33,5;1;4,2
"Winterswijk";21;72,8;3;10,4;1;3,5
"Woensdrecht";31;141,7;4;18,3;0;0
"Woerden";107;204,6;45;86,1;13;24,9
"Wormerland";31;190,2;16;98,2;6;36,8
"Woudenberg";22;164,6;9;67,4;1;7,5
"Zaanstad";249;158,9;95;60,6;32;20,4
"Zaltbommel";48;166,1;18;62,3;4;13,8
"Zandvoort";30;175,3;10;58,4;6;35,1
"Zeewolde";23;101,5;8;35,3;3;13,2
"Zeist";99;152,5;30;46,2;11;16,9
"Zevenaar";64;146,3;39;89,2;9;20,6
"Zoetermeer";119;95;37;29,5;7;5,6
"Zoeterwoude";7;81,3;2;23,2;0;0
"Zuidplas";72;164;17;38,7;4;9,1
"Zundert";49;224,6;19;87,1;8;36,7
"Zutphen";46;95,9;18;37,5;8;16,7
"Zwartewaterland";107;471,6;31;136,6;12;52,9
"Zwijndrecht";74;165,4;13;29,1;4;8,9
"Zwolle";250;194,1;50;38,8;32;24,8
